,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
226,Tue,2022-01-18,20:00,Betis,2.4,4–0,0.4,Alavés,38753.0,Estadio Benito Villamarín,José Sánchez
227,Tue,2022-01-18,21:30,Cádiz,1.5,2–2,2.1,Espanyol,10755.0,Estadio Nuevo Mirandilla,Alejandro Muñíz
228,Wed,2022-01-19,19:00,Celta Vigo,0.9,2–0,0.5,Osasuna,8837.0,Estadio de Balaídos,Adrián Cordero
229,Wed,2022-01-19,21:30,Valencia,0.5,1–1,1.0,Sevilla,26049.0,Estadio de Mestalla,César Soto
230,Thu,2022-01-20,19:00,Getafe,0.9,4–2,1.1,Granada,7634.0,Coliseum Alfonso Pérez,Isidro Díaz de Mera
232,Fri,2022-01-21,21:00,Espanyol,1.7,1–4,2.3,Betis,17637.0,RCDE Stadium,Alberola Rojas
233,Sat,2022-01-22,14:00,Levante,1.0,0–2,0.8,Cádiz,14063.0,Estadio Ciudad de Valencia,César Soto
234,Sat,2022-01-22,16:15,Villarreal,1.7,3–0,1.1,Mallorca,13207.0,Estadio de la Cerámica,Miguel Ángel Ortiz Arias
235,Sat,2022-01-22,18:30,Sevilla,1.2,2–2,0.7,Celta Vigo,30059.0,Estadio Ramón Sánchez Pizjuán,José Sánchez
236,Sat,2022-01-22,21:00,Atlético Madrid,2.7,3–2,0.7,Valencia,44999.0,Estadio Wanda Metropolitano,Isidro Díaz de Mera
237,Sun,2022-01-23,14:00,Granada,0.7,0–2,1.8,Osasuna,12471.0,Estadio Nuevo Los Cármenes,Santiago Jaime
238,Sun,2022-01-23,16:15,Real Madrid,3.3,2–2,0.7,Elche,39796.0,Estadio Santiago Bernabéu,Ricardo de Burgos
239,Sun,2022-01-23,18:30,Rayo Vallecano,1.6,0–1,0.5,Athletic Club,9034.0,Estadio del Rayo Vallecano,Adrián Cordero
240,Sun,2022-01-23,18:30,Real Sociedad,1.1,0–0,0.4,Getafe,27368.0,Estadio Municipal de Anoeta,José Luis Munuera
241,Sun,2022-01-23,21:00,Alavés,0.5,0–1,1.2,Barcelona,14056.0,Estadio de Mendizorroza,Jorge Figueroa
243,Fri,2022-02-04,21:00,Getafe,0.8,3–0,0.8,Levante,8475.0,Coliseum Alfonso Pérez,Alejandro Muñíz
244,Sat,2022-02-05,14:00,Elche,1.3,3–1,0.8,Alavés,12923.0,Estadio Manuel Martínez Valero,Mario Melero
245,Sat,2022-02-05,16:15,Mallorca,2.5,2–1,1.2,Cádiz,12226.0,Iberostar Estadi,Carlos del Cerro
246,Sat,2022-02-05,18:30,Celta Vigo,0.7,2–0,0.9,Rayo Vallecano,12546.0,Estadio de Balaídos,José Luis Munuera
247,Sat,2022-02-05,21:00,Osasuna,0.5,0–0,1.4,Sevilla,17635.0,Estadio El Sadar,Valentín Pizarro
248,Sun,2022-02-06,14:00,Valencia,0.9,0–0,0.5,Real Sociedad,31351.0,Estadio de Mestalla,José Sánchez
249,Sun,2022-02-06,16:15,Barcelona,1.1,4–2,1.3,Atlético Madrid,74221.0,Camp Nou,Jesús Gil
250,Sun,2022-02-06,18:30,Betis,0.6,0–2,0.9,Villarreal,44870.0,Estadio Benito Villamarín,Pablo González
251,Sun,2022-02-06,21:00,Real Madrid,1.9,1–0,0.6,Granada,36665.0,Estadio Santiago Bernabéu,Antonio Matéu Lahoz
252,Mon,2022-02-07,21:00,Athletic Club,0.7,2–1,0.8,Espanyol,30753.0,San Mamés,César Soto
254,Fri,2022-02-11,21:00,Sevilla,0.7,2–0,0.4,Elche,33411.0,Estadio Ramón Sánchez Pizjuán,Miguel Ángel Ortiz Arias
255,Sat,2022-02-12,14:00,Cádiz,0.7,0–0,1.0,Celta Vigo,15635.0,Estadio Nuevo Mirandilla,Antonio Matéu Lahoz
256,Sat,2022-02-12,16:15,Villarreal,0.5,0–0,1.9,Real Madrid,17894.0,Estadio de la Cerámica,José Sánchez
257,Sat,2022-02-12,18:30,Rayo Vallecano,0.7,0–3,1.1,Osasuna,8596.0,Estadio del Rayo Vallecano,Jorge Figueroa
258,Sat,2022-02-12,21:00,Atlético Madrid,2.7,4–3,2.2,Getafe,49375.0,Estadio Wanda Metropolitano,Ricardo de Burgos
259,Sun,2022-02-13,14:00,Alavés,1.7,2–1,1.3,Valencia,12845.0,Estadio de Mendizorroza,Adrián Cordero
260,Sun,2022-02-13,16:15,Levante,1.8,2–4,2.1,Betis,16103.0,Estadio Ciudad de Valencia,Santiago Jaime
261,Sun,2022-02-13,18:30,Real Sociedad,2.7,2–0,1.4,Granada,29847.0,Estadio Municipal de Anoeta,Alberola Rojas
262,Sun,2022-02-13,21:00,Espanyol,0.7,2–2,1.0,Barcelona,25049.0,RCDE Stadium,Alejandro Hernández
263,Mon,2022-02-14,21:00,Mallorca,2.7,3–2,1.3,Athletic Club,12904.0,Iberostar Estadi,Isidro Díaz de Mera
265,Wed,2022-02-16,19:00,Atlético Madrid,0.9,0–1,0.9,Levante,43456.0,Estadio Wanda Metropolitano,José Luis Munuera
267,Fri,2022-02-18,21:00,Elche,2.4,2–1,0.8,Rayo Vallecano,14742.0,Estadio Manuel Martínez Valero,Alejandro Muñíz
268,Sat,2022-02-19,14:00,Granada,2.8,1–4,5.3,Villarreal,13389.0,Estadio Nuevo Los Cármenes,Jesús Gil
269,Sat,2022-02-19,16:15,Osasuna,0.7,0–3,0.5,Atlético Madrid,20040.0,Estadio El Sadar,Mario Melero
270,Sat,2022-02-19,18:30,Cádiz,0.6,1–1,0.9,Getafe,15948.0,Estadio Nuevo Mirandilla,Alberola Rojas
271,Sat,2022-02-19,21:00,Real Madrid,3.0,3–0,0.8,Alavés,42180.0,Estadio Santiago Bernabéu,José Luis Munuera
272,Sun,2022-02-20,14:00,Espanyol,1.3,1–1,0.9,Sevilla,24897.0,RCDE Stadium,Pablo González
273,Sun,2022-02-20,16:15,Valencia,0.9,1–4,2.0,Barcelona,38315.0,Estadio de Mestalla,Carlos del Cerro
274,Sun,2022-02-20,18:30,Betis,1.3,2–1,0.5,Mallorca,48652.0,Estadio Benito Villamarín,César Soto
275,Sun,2022-02-20,21:00,Athletic Club,2.7,4–0,0.4,Real Sociedad,40698.0,San Mamés,Juan Martínez
276,Mon,2022-02-21,21:00,Celta Vigo,1.4,1–1,1.7,Levante,9776.0,Estadio de Balaídos,Valentín Pizarro
278,Fri,2022-02-25,21:00,Levante,1.9,3–0,0.9,Elche,14237.0,Estadio Ciudad de Valencia,Pablo González
279,Sat,2022-02-26,14:00,Mallorca,2.0,0–1,0.5,Valencia,14417.0,Iberostar Estadi,Jorge Figueroa
280,Sat,2022-02-26,16:15,Getafe,1.1,2–2,1.0,Alavés,7720.0,Coliseum Alfonso Pérez,Santiago Jaime
281,Sat,2022-02-26,18:30,Rayo Vallecano,1.2,0–1,2.2,Real Madrid,9952.0,Estadio del Rayo Vallecano,Isidro Díaz de Mera
282,Sat,2022-02-26,21:00,Atlético Madrid,0.7,2–0,0.9,Celta Vigo,48009.0,Estadio Wanda Metropolitano,Alejandro Hernández
283,Sun,2022-02-27,14:00,Villarreal,3.8,5–1,0.9,Espanyol,15600.0,Estadio de la Cerámica,Ricardo de Burgos
284,Sun,2022-02-27,16:15,Sevilla,1.6,2–1,0.9,Betis,37250.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
285,Sun,2022-02-27,18:30,Real Sociedad,1.2,1–0,0.4,Osasuna,30145.0,Estadio Municipal de Anoeta,Antonio Matéu Lahoz
286,Sun,2022-02-27,21:00,Barcelona,2.6,4–0,0.3,Athletic Club,69770.0,Camp Nou,Guillermo Cuadra
287,Mon,2022-02-28,21:00,Granada,0.3,0–0,0.6,Cádiz,14785.0,Estadio Nuevo Los Cármenes,José Sánchez
289,Wed,2022-03-02,21:00,Mallorca,0.6,0–2,1.5,Real Sociedad,11550.0,Iberostar Estadi,Mario Melero
291,Fri,2022-03-04,21:00,Alavés,1.2,0–0,1.4,Sevilla,13121.0,Estadio de Mendizorroza,Alberola Rojas
292,Sat,2022-03-05,14:00,Osasuna,0.8,1–0,0.5,Villarreal,16659.0,Estadio El Sadar,José Luis Munuera
293,Sat,2022-03-05,16:15,Espanyol,0.2,2–0,0.3,Getafe,18519.0,RCDE Stadium,Adrián Cordero
294,Sat,2022-03-05,18:30,Valencia,1.5,3–1,0.4,Granada,31227.0,Estadio de Mestalla,Valentín Pizarro
295,Sat,2022-03-05,21:00,Real Madrid,1.6,4–1,0.8,Real Sociedad,52410.0,Estadio Santiago Bernabéu,Jesús Gil
296,Sun,2022-03-06,14:00,Cádiz,1.2,2–0,1.3,Rayo Vallecano,15677.0,Estadio Nuevo Mirandilla,César Soto
297,Sun,2022-03-06,16:15,Elche,1.0,1–2,3.6,Barcelona,30146.0,Estadio Manuel Martínez Valero,Alejandro Hernández
298,Sun,2022-03-06,18:30,Celta Vigo,2.0,4–3,1.7,Mallorca,11320.0,Estadio de Balaídos,Miguel Ángel Ortiz Arias
299,Sun,2022-03-06,21:00,Betis,1.0,1–3,2.4,Atlético Madrid,44383.0,Estadio Benito Villamarín,Guillermo Cuadra
300,Mon,2022-03-07,21:00,Athletic Club,2.7,3–1,0.6,Levante,29485.0,San Mamés,Alejandro Muñíz
302,Fri,2022-03-11,21:00,Atlético Madrid,0.5,2–1,0.8,Cádiz,50573.0,Estadio Wanda Metropolitano,Pablo González
303,Sat,2022-03-12,14:00,Levante,1.2,1–1,0.5,Espanyol,13407.0,Estadio Ciudad de Valencia,Isidro Díaz de Mera
304,Sat,2022-03-12,16:15,Granada,1.5,0–1,1.1,Elche,15345.0,Estadio Nuevo Los Cármenes,Carlos del Cerro
305,Sat,2022-03-12,18:30,Villarreal,1.1,1–0,0.8,Celta Vigo,14929.0,Estadio de la Cerámica,Santiago Jaime
306,Sat,2022-03-12,21:00,Getafe,0.7,0–0,0.2,Valencia,10349.0,Coliseum Alfonso Pérez,Guillermo Cuadra
307,Sun,2022-03-13,14:00,Rayo Vallecano,0.4,1–1,0.3,Sevilla,9073.0,Estadio del Rayo Vallecano,Juan Martínez
308,Sun,2022-03-13,16:15,Betis,0.8,1–0,0.5,Athletic Club,48876.0,Estadio Benito Villamarín,Antonio Matéu Lahoz
309,Sun,2022-03-13,18:30,Real Sociedad,2.1,1–0,0.8,Alavés,31573.0,Estadio Municipal de Anoeta,Jorge Figueroa
310,Sun,2022-03-13,21:00,Barcelona,3.1,4–0,0.2,Osasuna,54507.0,Camp Nou,Ricardo de Burgos
311,Mon,2022-03-14,21:00,Mallorca,1.4,0–3,2.0,Real Madrid,17191.0,Iberostar Estadi,José Sánchez
313,Fri,2022-03-18,21:00,Athletic Club,1.7,1–1,0.2,Getafe,37367.0,San Mamés,Jesús Gil
314,Sat,2022-03-19,14:00,Alavés,2.0,2–3,2.0,Granada,16209.0,Estadio de Mendizorroza,Guillermo Cuadra
315,Sat,2022-03-19,16:15,Elche,0.6,0–1,1.3,Valencia,15780.0,Estadio Manuel Martínez Valero,Miguel Ángel Ortiz Arias
316,Sat,2022-03-19,18:30,Osasuna,2.4,3–1,1.1,Levante,19429.0,Estadio El Sadar,Alberola Rojas
317,Sat,2022-03-19,21:00,Rayo Vallecano,1.7,0–1,1.3,Atlético Madrid,10349.0,Estadio del Rayo Vallecano,José Luis Munuera
318,Sun,2022-03-20,14:00,Espanyol,1.1,1–0,0.4,Mallorca,17578.0,RCDE Stadium,Alejandro Muñíz
319,Sun,2022-03-20,16:15,Celta Vigo,0.8,0–0,1.1,Betis,13149.0,Estadio de Balaídos,Ricardo de Burgos
320,Sun,2022-03-20,16:15,Cádiz,1.9,1–0,0.2,Villarreal,13325.0,Estadio Nuevo Mirandilla,Alejandro Hernández
321,Sun,2022-03-20,18:30,Sevilla,0.4,0–0,1.2,Real Sociedad,24861.0,Estadio Ramón Sánchez Pizjuán,César Soto
322,Sun,2022-03-20,21:00,Real Madrid,0.8,0–4,3.5,Barcelona,60017.0,Estadio Santiago Bernabéu,Juan Martínez
324,Sat,2022-04-02,14:00,Getafe,1.8,1–0,0.3,Mallorca,8946.0,Coliseum Alfonso Pérez,Antonio Matéu Lahoz
325,Sat,2022-04-02,16:15,Levante,1.9,2–0,1.2,Villarreal,14908.0,Estadio Ciudad de Valencia,Adrián Cordero
326,Sat,2022-04-02,18:30,Celta Vigo,1.5,1–2,3.0,Real Madrid,15714.0,Estadio de Balaídos,Pablo González
327,Sat,2022-04-02,21:00,Atlético Madrid,2.9,4–1,0.5,Alavés,51467.0,Estadio Wanda Metropolitano,Mario Melero
328,Sun,2022-04-03,14:00,Athletic Club,2.1,2–1,0.4,Elche,34572.0,San Mamés,Jorge Figueroa
329,Sun,2022-04-03,16:15,Betis,4.3,4–1,0.5,Osasuna,49103.0,Estadio Benito Villamarín,Valentín Pizarro
330,Sun,2022-04-03,18:30,Valencia,0.2,0–0,0.1,Cádiz,32949.0,Estadio de Mestalla,Isidro Díaz de Mera
331,Sun,2022-04-03,18:30,Granada,1.9,2–2,1.2,Rayo Vallecano,15823.0,Estadio Nuevo Los Cármenes,Alejandro Hernández
332,Sun,2022-04-03,21:00,Barcelona,1.9,1–0,0.6,Sevilla,76112.0,Camp Nou,José Sánchez
333,Mon,2022-04-04,21:00,Real Sociedad,1.9,1–0,0.3,Espanyol,20869.0,Estadio Municipal de Anoeta,Santiago Jaime
335,Fri,2022-04-08,21:00,Sevilla,2.9,4–2,0.9,Granada,33504.0,Estadio Ramón Sánchez Pizjuán,Miguel Ángel Ortiz Arias
336,Sat,2022-04-09,14:00,Cádiz,1.0,1–2,1.4,Betis,18063.0,Estadio Nuevo Mirandilla,Jesús Gil
337,Sat,2022-04-09,16:15,Mallorca,1.1,1–0,0.4,Atlético Madrid,15437.0,Iberostar Estadi,Juan Martínez
338,Sat,2022-04-09,18:30,Villarreal,1.3,1–1,1.8,Athletic Club,16603.0,Estadio de la Cerámica,Carlos del Cerro
339,Sat,2022-04-09,21:00,Real Madrid,1.1,2–0,0.7,Getafe,50740.0,Estadio Santiago Bernabéu,César Soto
340,Sun,2022-04-10,14:00,Osasuna,2.2,1–0,0.5,Alavés,19220.0,Estadio El Sadar,Alejandro Muñíz
341,Sun,2022-04-10,16:15,Espanyol,0.8,1–0,1.0,Celta Vigo,18471.0,RCDE Stadium,Alberola Rojas
342,Sun,2022-04-10,18:30,Elche,0.6,1–2,2.4,Real Sociedad,17011.0,Estadio Manuel Martínez Valero,Guillermo Cuadra
343,Sun,2022-04-10,21:00,Levante,3.0,2–3,1.3,Barcelona,20785.0,Estadio Ciudad de Valencia,José Luis Munuera
344,Mon,2022-04-11,21:00,Rayo Vallecano,0.6,1–1,0.3,Valencia,9302.0,Estadio del Rayo Vallecano,Ricardo de Burgos
346,Fri,2022-04-15,21:00,Real Sociedad,0.9,0–0,0.5,Betis,28893.0,Estadio Municipal de Anoeta,Isidro Díaz de Mera
347,Sat,2022-04-16,14:00,Elche,1.5,3–0,1.5,Mallorca,20257.0,Estadio Manuel Martínez Valero,José Sánchez
348,Sat,2022-04-16,16:15,Alavés,0.5,1–0,0.9,Rayo Vallecano,10165.0,Estadio de Mendizorroza,Juan Martínez
349,Sat,2022-04-16,18:30,Valencia,1.3,1–2,1.0,Osasuna,30148.0,Estadio de Mestalla,Mario Melero
350,Sat,2022-04-16,21:00,Getafe,1.2,1–2,2.3,Villarreal,9657.0,Coliseum Alfonso Pérez,Pablo González
351,Sun,2022-04-17,14:00,Granada,1.2,1–4,4.0,Levante,15323.0,Estadio Nuevo Los Cármenes,Valentín Pizarro
352,Sun,2022-04-17,16:15,Atlético Madrid,1.3,2–1,0.7,Espanyol,54011.0,Estadio Wanda Metropolitano,Jorge Figueroa
353,Sun,2022-04-17,18:30,Athletic Club,0.6,0–2,0.4,Celta Vigo,35541.0,San Mamés,Alejandro Hernández
354,Sun,2022-04-17,21:00,Sevilla,1.2,2–3,1.8,Real Madrid,40629.0,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
355,Mon,2022-04-18,21:00,Barcelona,1.2,0–1,1.6,Cádiz,57495.0,Camp Nou,Santiago Jaime
357,Tue,2022-04-19,19:00,Mallorca,0.9,2–1,0.8,Alavés,15264.0,Iberostar Estadi,César Soto
358,Tue,2022-04-19,21:00,Betis,1.1,0–1,0.8,Elche,43257.0,Estadio Benito Villamarín,Alberola Rojas
359,Tue,2022-04-19,21:30,Villarreal,2.7,2–0,0.4,Valencia,13570.0,Estadio de la Cerámica,José Luis Munuera
360,Wed,2022-04-20,19:00,Atlético Madrid,0.9,0–0,0.2,Granada,43517.0,Estadio Wanda Metropolitano,Jesús Gil
361,Wed,2022-04-20,20:00,Celta Vigo,0.6,0–2,1.1,Getafe,9934.0,Estadio de Balaídos,Santiago Jaime
362,Wed,2022-04-20,21:30,Osasuna,1.3,1–3,4.5,Real Madrid,21360.0,Estadio El Sadar,Ricardo de Burgos
363,Thu,2022-04-21,19:00,Levante,2.7,2–3,2.0,Sevilla,18107.0,Estadio Ciudad de Valencia,Isidro Díaz de Mera
364,Thu,2022-04-21,19:00,Espanyol,0.4,0–1,0.6,Rayo Vallecano,11873.0,RCDE Stadium,Antonio Matéu Lahoz
365,Thu,2022-04-21,20:00,Cádiz,3.2,2–3,1.5,Athletic Club,17360.0,Estadio Nuevo Mirandilla,Valentín Pizarro
366,Thu,2022-04-21,21:30,Real Sociedad,1.3,0–1,1.5,Barcelona,35128.0,Estadio Municipal de Anoeta,Carlos del Cerro
368,Sun,2022-04-24,21:00,Barcelona,1.7,0–1,0.5,Rayo Vallecano,57023.0,Camp Nou,Isidro Díaz de Mera
370,Fri,2022-04-29,21:00,Sevilla,0.6,1–1,0.9,Cádiz,37113.0,Estadio Ramón Sánchez Pizjuán,José Sánchez
371,Sat,2022-04-30,14:00,Alavés,2.0,2–1,1.4,Villarreal,12579.0,Estadio de Mendizorroza,Miguel Ángel Ortiz Arias
372,Sat,2022-04-30,16:15,Real Madrid,2.0,4–0,1.6,Espanyol,58686.0,Estadio Santiago Bernabéu,José Luis Munuera
373,Sat,2022-04-30,18:30,Valencia,0.7,1–1,1.5,Levante,35099.0,Estadio de Mestalla,Jorge Figueroa
374,Sat,2022-04-30,21:00,Athletic Club,1.2,2–0,0.8,Atlético Madrid,43398.0,San Mamés,Antonio Matéu Lahoz
375,Sun,2022-05-01,14:00,Elche,0.4,1–1,1.1,Osasuna,16305.0,Estadio Manuel Martínez Valero,Carlos del Cerro
376,Sun,2022-05-01,16:15,Granada,0.9,1–1,1.5,Celta Vigo,15036.0,Estadio Nuevo Los Cármenes,Juan Martínez
377,Sun,2022-05-01,18:30,Rayo Vallecano,1.4,1–1,0.6,Real Sociedad,9395.0,Estadio del Rayo Vallecano,Alejandro Muñíz
378,Sun,2022-05-01,21:00,Barcelona,1.1,2–1,1.3,Mallorca,62789.0,Camp Nou,Pablo González
379,Mon,2022-05-02,21:00,Getafe,0.7,0–0,0.2,Betis,9916.0,Coliseum Alfonso Pérez,Adrián Cordero
381,Fri,2022-05-06,21:00,Levante,2.4,2–1,1.7,Real Sociedad,17278.0,Estadio Ciudad de Valencia,Alberola Rojas
382,Sat,2022-05-07,14:00,Mallorca,1.3,2–6,1.5,Granada,18466.0,Iberostar Estadi,Ricardo de Burgos
383,Sat,2022-05-07,16:15,Athletic Club,1.3,0–0,0.1,Valencia,41091.0,San Mamés,Isidro Díaz de Mera
384,Sat,2022-05-07,18:30,Cádiz,2.3,3–0,0.1,Elche,17615.0,Estadio Nuevo Mirandilla,Alejandro Hernández
385,Sat,2022-05-07,18:30,Celta Vigo,2.1,4–0,0.3,Alavés,10567.0,Estadio de Balaídos,Guillermo Cuadra
386,Sat,2022-05-07,21:00,Betis,0.9,1–2,1.0,Barcelona,46132.0,Estadio Benito Villamarín,Antonio Matéu Lahoz
387,Sun,2022-05-08,14:00,Getafe,0.4,0–0,1.1,Rayo Vallecano,10125.0,Coliseum Alfonso Pérez,Mario Melero
388,Sun,2022-05-08,16:15,Villarreal,1.6,1–1,0.8,Sevilla,17461.0,Estadio de la Cerámica,Jesús Gil
389,Sun,2022-05-08,18:30,Espanyol,0.7,1–1,1.1,Osasuna,18903.0,RCDE Stadium,Santiago Jaime
390,Sun,2022-05-08,21:00,Atlético Madrid,2.9,1–0,1.2,Real Madrid,63874.0,Estadio Wanda Metropolitano,César Soto
392,Tue,2022-05-10,19:00,Valencia,1.0,0–3,1.1,Betis,28091.0,Estadio de Mestalla,Carlos del Cerro
393,Tue,2022-05-10,20:00,Granada,0.9,1–0,0.5,Athletic Club,16638.0,Estadio Nuevo Los Cármenes,José Sánchez
394,Tue,2022-05-10,21:30,Barcelona,1.1,3–1,0.9,Celta Vigo,55899.0,Camp Nou,Miguel Ángel Ortiz Arias
395,Wed,2022-05-11,19:00,Osasuna,0.7,1–1,0.3,Getafe,17850.0,Estadio El Sadar,Alejandro Muñíz
396,Wed,2022-05-11,19:00,Alavés,2.6,2–1,0.9,Espanyol,12729.0,Estadio de Mendizorroza,Valentín Pizarro
397,Wed,2022-05-11,20:30,Sevilla,1.4,0–0,0.6,Mallorca,33242.0,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández
398,Wed,2022-05-11,21:30,Elche,0.2,0–2,2.1,Atlético Madrid,21266.0,Estadio Manuel Martínez Valero,Pablo González
399,Thu,2022-05-12,19:00,Real Sociedad,2.8,3–0,1.0,Cádiz,29014.0,Estadio Municipal de Anoeta,Juan Martínez
400,Thu,2022-05-12,20:00,Rayo Vallecano,1.9,1–5,1.8,Villarreal,7945.0,Estadio del Rayo Vallecano,Isidro Díaz de Mera
401,Thu,2022-05-12,21:30,Real Madrid,4.3,6–0,1.3,Levante,38421.0,Estadio Santiago Bernabéu,Adrián Cordero
403,Sat,2022-05-14,18:30,Espanyol,0.6,1–1,1.7,Valencia,14990.0,RCDE Stadium,Alejandro Muñíz
404,Sun,2022-05-15,19:30,Cádiz,2.5,1–1,2.0,Real Madrid,19643.0,Estadio Nuevo Mirandilla,Antonio Matéu Lahoz
405,Sun,2022-05-15,19:30,Mallorca,0.8,2–1,1.2,Rayo Vallecano,17930.0,Iberostar Estadi,José Luis Munuera
406,Sun,2022-05-15,19:30,Atlético Madrid,1.0,1–1,0.5,Sevilla,58138.0,Estadio Wanda Metropolitano,José Sánchez
407,Sun,2022-05-15,19:30,Betis,2.1,2–0,1.3,Granada,45016.0,Estadio Benito Villamarín,Ricardo de Burgos
408,Sun,2022-05-15,19:30,Getafe,0.2,0–0,0.2,Barcelona,13072.0,Coliseum Alfonso Pérez,Jesús Gil
409,Sun,2022-05-15,19:30,Athletic Club,1.4,2–0,0.5,Osasuna,37869.0,San Mamés,Jorge Figueroa
410,Sun,2022-05-15,19:30,Celta Vigo,2.2,1–0,0.7,Elche,10773.0,Estadio de Balaídos,Mario Melero
411,Sun,2022-05-15,19:30,Levante,1.9,3–1,0.4,Alavés,12438.0,Estadio Ciudad de Valencia,Guillermo Cuadra
412,Sun,2022-05-15,19:30,Villarreal,0.7,1–2,2.4,Real Sociedad,16689.0,Estadio de la Cerámica,Pablo González
414,Fri,2022-05-20,21:00,Real Madrid,1.3,0–0,1.1,Betis,52232.0,Estadio Santiago Bernabéu,Santiago Jaime
415,Fri,2022-05-20,21:00,Rayo Vallecano,2.6,2–4,2.6,Levante,8446.0,Estadio del Rayo Vallecano,Mario Melero
416,Sat,2022-05-21,17:30,Valencia,1.6,2–0,1.1,Celta Vigo,16189.0,Estadio de Mestalla,Adrián Cordero
417,Sun,2022-05-22,17:30,Elche,2.5,3–1,1.3,Getafe,17336.0,Estadio Manuel Martínez Valero,Guillermo Cuadra
418,Sun,2022-05-22,20:00,Osasuna,0.8,0–2,1.3,Mallorca,18717.0,Estadio El Sadar,César Soto
419,Sun,2022-05-22,20:00,Alavés,0.4,0–1,1.9,Cádiz,11138.0,Estadio de Mendizorroza,José Sánchez
420,Sun,2022-05-22,20:00,Granada,2.0,0–0,0.4,Espanyol,17951.0,Estadio Nuevo Los Cármenes,Alejandro Hernández
421,Sun,2022-05-22,22:00,Real Sociedad,2.3,1–2,0.8,Atlético Madrid,23586.0,Estadio Municipal de Anoeta,Jesús Gil
422,Sun,2022-05-22,22:00,Barcelona,0.7,0–2,0.7,Villarreal,54850.0,Camp Nou,José Luis Munuera
423,Sun,2022-05-22,22:00,Sevilla,1.4,1–0,0.7,Athletic Club,31305.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
424,Sat,2020-09-12,16:00,Eibar,0.4,0–0,0.9,Celta Vigo,,Estadio Municipal de Ipurúa,Valentín Pizarro
425,Sat,2020-09-12,18:30,Granada,0.3,2–0,0.9,Athletic Club,,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz
426,Sat,2020-09-12,21:00,Cádiz,1.1,0–2,0.9,Osasuna,,Estadio Nuevo Mirandilla,Isidro Díaz de Mera
427,Sun,2020-09-13,14:00,Alavés,1.0,0–1,0.6,Betis,,Estadio de Mendizorroza,Pablo González
428,Sun,2020-09-13,16:00,Valladolid,0.6,1–1,0.2,Real Sociedad,,Estadio Municipal José Zorrilla,Mario Melero
429,Sun,2020-09-13,18:30,Villarreal,2.1,1–1,0.5,Huesca,,Estadio de la Cerámica,Javier Estrada
430,Sun,2020-09-13,21:00,Valencia,1.8,4–2,2.0,Levante,,Estadio de Mestalla,José Sánchez
432,Sat,2020-09-19,16:00,Villarreal,2.2,2–1,1.1,Eibar,,Estadio de la Cerámica,Jorge Figueroa
433,Sat,2020-09-19,18:30,Getafe,0.4,1–0,0.4,Osasuna,,Coliseum Alfonso Pérez,Alejandro Hernández
434,Sat,2020-09-19,21:00,Celta Vigo,2.3,2–1,0.5,Valencia,,Estadio de Balaídos,Jesús Gil
435,Sun,2020-09-20,16:00,Huesca,0.2,0–2,1.3,Cádiz,,Estadio El Alcoraz,César Soto
436,Sun,2020-09-20,18:30,Betis,1.4,2–0,0.5,Valladolid,,Estadio Benito Villamarín,Santiago Jaime
437,Sun,2020-09-20,18:30,Granada,2.0,2–1,0.6,Alavés,,Estadio Nuevo Los Cármenes,Carlos del Cerro
438,Sun,2020-09-20,21:00,Real Sociedad,0.5,0–0,0.8,Real Madrid,,Estadio Municipal de Anoeta,Juan Martínez
440,Sat,2020-09-26,13:00,Alavés,1.4,0–0,0.8,Getafe,,Estadio de Mendizorroza,Alberola Rojas
441,Sat,2020-09-26,16:00,Valencia,0.2,1–1,1.5,Huesca,,Estadio de Mestalla,José Luis Munuera
442,Sat,2020-09-26,18:30,Elche,1.3,0–3,3.0,Real Sociedad,,Estadio Manuel Martínez Valero,Isidro Díaz de Mera
443,Sat,2020-09-26,21:00,Betis,1.1,2–3,3.6,Real Madrid,,Estadio Benito Villamarín,Ricardo de Burgos
444,Sun,2020-09-27,12:00,Osasuna,0.6,1–3,2.8,Levante,,Estadio El Sadar,Mario Melero
445,Sun,2020-09-27,14:00,Eibar,0.5,1–2,0.7,Athletic Club,,Estadio Municipal de Ipurúa,Adrián Cordero
446,Sun,2020-09-27,16:00,Atlético Madrid,3.1,6–1,0.9,Granada,,Estadio Wanda Metropolitano,Javier Estrada
447,Sun,2020-09-27,18:30,Valladolid,1.5,1–1,1.2,Celta Vigo,,Estadio Municipal José Zorrilla,José Sánchez
448,Sun,2020-09-27,18:30,Cádiz,1.1,1–3,2.7,Sevilla,,Estadio Nuevo Mirandilla,David Medié
449,Sun,2020-09-27,21:00,Barcelona,2.6,4–0,0.2,Villarreal,,Camp Nou,Guillermo Cuadra
451,Tue,2020-09-29,19:00,Real Sociedad,0.7,0–1,1.0,Valencia,,Estadio Municipal de Anoeta,Jorge Figueroa
452,Tue,2020-09-29,21:30,Getafe,0.7,3–0,0.5,Betis,,Coliseum Alfonso Pérez,Juan Martínez
