,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
228,Sat,2022-01-15,20:45,Juventus,1.5,2–0,0.8,Udinese,5000.0,Allianz Stadium,Antonio Giua
229,Sun,2022-01-16,12:30,Sassuolo,1.1,2–4,3.5,Hellas Verona,3843.0,Stadio Città del Tricolore,Alessandro Prontera
230,Sun,2022-01-16,15:00,Venezia,1.1,1–1,1.6,Empoli,3805.0,Stadio Pierluigi Penzo,Piero Giacomelli
231,Sun,2022-01-16,18:00,Roma,1.9,1–0,0.6,Cagliari,5000.0,Stadio Olimpico,Lorenzo Maggioni
232,Sun,2022-01-16,20:45,Atalanta,1.6,0–0,1.5,Inter,5000.0,Stadio Atleti Azzurri d'Italia,Davide Massa
233,Mon,2022-01-17,18:30,Bologna,0.9,0–2,2.1,Napoli,5000.0,Stadio Renato Dall'Ara,Livio Marinelli
234,Mon,2022-01-17,18:30,Milan,2.5,1–2,1.4,Spezia,5000.0,Stadio Giuseppe Meazza,Marco Serra
235,Mon,2022-01-17,20:45,Fiorentina,3.1,6–0,0.2,Genoa,5000.0,Stadio Artemio Franchi,Fabio Maresca
237,Fri,2022-01-21,20:45,Hellas Verona,1.5,2–1,0.6,Bologna,4286.0,Stadio Marc'Antonio Bentegodi,Matteo Gariglio
238,Sat,2022-01-22,15:00,Genoa,0.9,0–0,0.1,Udinese,5000.0,Stadio Comunale Luigi Ferraris,Daniele Doveri
239,Sat,2022-01-22,18:00,Inter,2.9,2–1,0.3,Venezia,5000.0,Stadio Giuseppe Meazza,Matteo Marchetti
240,Sat,2022-01-22,20:45,Lazio,0.2,0–0,0.4,Atalanta,4000.0,Stadio Olimpico,Simone Sozza
241,Sun,2022-01-23,12:30,Cagliari,1.4,1–1,1.9,Fiorentina,5000.0,Sardegna Arena,Gianluca Aureliano
242,Sun,2022-01-23,15:00,Spezia,0.4,1–0,0.4,Sampdoria,5000.0,Stadio Alberto Picco,Gianluca Manganiello
243,Sun,2022-01-23,15:00,Torino,2.6,1–1,0.4,Sassuolo,5000.0,Stadio Olimpico di Torino,Francesco Fourneau
244,Sun,2022-01-23,15:00,Napoli,4.1,4–1,0.2,Salernitana,3000.0,Stadio San Paolo,Luca Pairetto
245,Sun,2022-01-23,18:00,Empoli,0.9,2–4,3.0,Roma,4920.0,Stadio Carlo Castellani,Michael Fabbri
246,Sun,2022-01-23,20:45,Milan,0.6,0–0,0.4,Juventus,5000.0,Stadio Giuseppe Meazza,Marco Di Bello
248,Sat,2022-02-05,15:00,Roma,1.4,0–0,0.5,Genoa,29863.0,Stadio Olimpico,Rosario Abisso
249,Sat,2022-02-05,18:00,Inter,0.8,1–2,1.2,Milan,37918.0,Stadio Giuseppe Meazza,Marco Guida
250,Sat,2022-02-05,20:45,Fiorentina,0.8,0–3,2.7,Lazio,17181.0,Stadio Artemio Franchi,Daniele Orsato
251,Sun,2022-02-06,12:30,Atalanta,1.1,1–2,1.1,Cagliari,7868.0,Stadio Atleti Azzurri d'Italia,Alessandro Prontera
252,Sun,2022-02-06,15:00,Sampdoria,2.1,4–0,1.5,Sassuolo,6232.0,Stadio Comunale Luigi Ferraris,Fabio Maresca
253,Sun,2022-02-06,15:00,Venezia,0.4,0–2,1.6,Napoli,5554.0,Stadio Pierluigi Penzo,Maurizio Mariani
254,Sun,2022-02-06,15:00,Bologna,0.7,0–0,1.6,Empoli,10349.0,Stadio Renato Dall'Ara,Cosso Cosso
255,Sun,2022-02-06,18:00,Udinese,1.3,2–0,0.6,Torino,9837.0,Dacia Arena,Antonio Rapuano
256,Sun,2022-02-06,20:45,Juventus,1.2,2–0,0.6,Hellas Verona,17016.0,Allianz Stadium,Luca Massimi
257,Mon,2022-02-07,20:45,Salernitana,0.4,2–2,1.9,Spezia,10668.0,Stadio Arechi,Paolo Valeri
259,Sat,2022-02-12,15:00,Lazio,2.6,3–0,0.7,Bologna,22000.0,Stadio Olimpico,Marco Piccinini
260,Sat,2022-02-12,18:00,Napoli,1.7,1–1,0.5,Inter,27000.0,Stadio San Paolo,Daniele Doveri
261,Sat,2022-02-12,20:45,Torino,0.7,1–2,0.4,Venezia,6681.0,Stadio Olimpico di Torino,Antonio Giua
262,Sun,2022-02-13,12:30,Milan,1.4,1–0,0.2,Sampdoria,35710.0,Stadio Giuseppe Meazza,Daniele Chiffi
263,Sun,2022-02-13,15:00,Empoli,1.0,1–1,1.0,Cagliari,4787.0,Stadio Carlo Castellani,Federico Dionisi
264,Sun,2022-02-13,15:00,Genoa,2.2,1–1,0.8,Salernitana,13742.0,Stadio Comunale Luigi Ferraris,Marco Di Bello
265,Sun,2022-02-13,15:00,Hellas Verona,1.0,4–0,1.6,Udinese,11713.0,Stadio Marc'Antonio Bentegodi,Andrea Colombo
266,Sun,2022-02-13,18:00,Sassuolo,0.9,2–2,2.4,Roma,9282.0,Stadio Città del Tricolore,Marco Guida
267,Sun,2022-02-13,20:45,Atalanta,2.1,1–1,0.7,Juventus,9731.0,Stadio Atleti Azzurri d'Italia,Maurizio Mariani
268,Mon,2022-02-14,20:45,Spezia,0.7,1–2,2.2,Fiorentina,5400.0,Stadio Alberto Picco,Matteo Marchetti
270,Fri,2022-02-18,20:45,Juventus,0.7,1–1,0.7,Torino,20132.0,Allianz Stadium,Davide Massa
271,Sat,2022-02-19,15:00,Sampdoria,0.5,2–0,0.8,Empoli,9069.0,Stadio Comunale Luigi Ferraris,Antonio Rapuano
272,Sat,2022-02-19,18:00,Roma,0.6,2–2,0.5,Hellas Verona,34777.0,Stadio Olimpico,Luca Pairetto
273,Sat,2022-02-19,20:45,Salernitana,1.4,2–2,1.3,Milan,18449.0,Stadio Arechi,Michael Fabbri
274,Sun,2022-02-20,12:30,Fiorentina,0.6,1–0,0.5,Atalanta,18056.0,Stadio Artemio Franchi,Daniele Doveri
275,Sun,2022-02-20,15:00,Venezia,1.0,1–1,1.2,Genoa,7566.0,Stadio Pierluigi Penzo,Daniele Orsato
276,Sun,2022-02-20,18:00,Inter,3.0,0–2,1.6,Sassuolo,28324.0,Stadio Giuseppe Meazza,Francesco Fourneau
277,Sun,2022-02-20,20:45,Udinese,1.2,1–1,1.3,Lazio,10799.0,Dacia Arena,Luca Massimi
278,Mon,2022-02-21,19:00,Cagliari,1.8,1–1,0.9,Napoli,12063.0,Sardegna Arena,Maurizio Mariani
279,Mon,2022-02-21,21:00,Bologna,1.9,2–1,0.5,Spezia,12050.0,Stadio Renato Dall'Ara,Livio Marinelli
281,Fri,2022-02-25,18:45,Milan,0.8,1–1,1.0,Udinese,44588.0,Stadio Giuseppe Meazza,Matteo Marchetti
282,Fri,2022-02-25,21:00,Genoa,0.8,0–0,1.5,Inter,14314.0,Stadio Comunale Luigi Ferraris,Daniele Chiffi
283,Sat,2022-02-26,15:00,Salernitana,1.4,1–1,0.4,Bologna,13289.0,Stadio Arechi,Giovanni Ayroldi
284,Sat,2022-02-26,18:00,Empoli,1.3,2–3,2.1,Juventus,11890.0,Stadio Carlo Castellani,Fabio Maresca
285,Sat,2022-02-26,20:45,Sassuolo,1.5,2–1,2.1,Fiorentina,8952.0,Stadio Città del Tricolore,Alessandro Prontera
286,Sun,2022-02-27,12:35,Torino,0.8,1–2,1.9,Cagliari,10231.0,Stadio Olimpico di Torino,Manuel Volpi
287,Sun,2022-02-27,15:05,Hellas Verona,2.3,3–1,0.9,Venezia,14298.0,Stadio Marc'Antonio Bentegodi,Juan Sacchi
288,Sun,2022-02-27,18:05,Spezia,0.3,0–1,3.5,Roma,8107.0,Stadio Alberto Picco,Michael Fabbri
289,Sun,2022-02-27,20:50,Lazio,1.1,1–2,1.4,Napoli,25000.0,Stadio Olimpico,Marco Di Bello
290,Mon,2022-02-28,20:50,Atalanta,2.1,4–0,0.5,Sampdoria,10245.0,Stadio Atleti Azzurri d'Italia,Simone Sozza
292,Fri,2022-03-04,20:45,Inter,3.9,5–0,0.8,Salernitana,46287.0,Stadio Giuseppe Meazza,Livio Marinelli
293,Sat,2022-03-05,15:00,Udinese,1.9,2–1,0.7,Sampdoria,12405.0,Dacia Arena,Massimiliano Irrati
294,Sat,2022-03-05,18:00,Roma,1.2,1–0,0.8,Atalanta,42303.0,Stadio Olimpico,Davide Massa
295,Sat,2022-03-05,20:45,Cagliari,0.6,0–3,2.6,Lazio,10873.0,Sardegna Arena,Fabio Maresca
296,Sun,2022-03-06,12:30,Genoa,1.1,0–0,0.3,Empoli,14935.0,Stadio Comunale Luigi Ferraris,Gianluca Aureliano
297,Sun,2022-03-06,15:00,Fiorentina,1.4,1–1,1.3,Hellas Verona,23491.0,Stadio Artemio Franchi,Gianluca Manganiello
298,Sun,2022-03-06,15:00,Bologna,0.3,0–0,1.2,Torino,17575.0,Stadio Renato Dall'Ara,Luca Massimi
299,Sun,2022-03-06,15:00,Venezia,2.4,1–4,3.3,Sassuolo,5732.0,Stadio Pierluigi Penzo,Luca Pairetto
300,Sun,2022-03-06,18:00,Juventus,1.5,1–0,0.7,Spezia,26475.0,Allianz Stadium,Francesco Fourneau
301,Sun,2022-03-06,20:45,Napoli,0.5,0–1,1.2,Milan,42000.0,Stadio San Paolo,Daniele Orsato
303,Sat,2022-03-12,15:00,Spezia,2.2,2–0,0.6,Cagliari,7180.0,Stadio Alberto Picco,Daniele Orsato
304,Sat,2022-03-12,15:00,Salernitana,1.5,2–2,1.8,Sassuolo,10249.0,Stadio Arechi,Luca Massimi
305,Sat,2022-03-12,18:00,Sampdoria,1.7,1–3,1.1,Juventus,16644.0,Stadio Comunale Luigi Ferraris,Paolo Valeri
306,Sat,2022-03-12,20:45,Milan,0.7,1–0,0.2,Empoli,48801.0,Stadio Giuseppe Meazza,Daniele Chiffi
307,Sun,2022-03-13,12:30,Fiorentina,1.9,1–0,1.1,Bologna,22635.0,Stadio Artemio Franchi,Juan Sacchi
308,Sun,2022-03-13,15:00,Hellas Verona,0.5,1–2,1.5,Napoli,18782.0,Stadio Marc'Antonio Bentegodi,Daniele Doveri
309,Sun,2022-03-13,18:00,Atalanta,1.2,0–0,1.0,Genoa,9140.0,Stadio Atleti Azzurri d'Italia,Rosario Abisso
310,Sun,2022-03-13,18:00,Udinese,0.6,1–1,1.2,Roma,15114.0,Dacia Arena,Marco Di Bello
311,Sun,2022-03-13,20:45,Torino,1.7,1–1,2.3,Inter,15363.0,Stadio Olimpico di Torino,Marco Guida
312,Mon,2022-03-14,20:45,Lazio,1.4,1–0,0.3,Venezia,18000.0,Stadio Olimpico,Gianluca Manganiello
314,Fri,2022-03-18,18:45,Sassuolo,2.0,4–1,0.5,Spezia,6130.0,Stadio Città del Tricolore,Manuel Volpi
315,Fri,2022-03-18,21:00,Genoa,1.0,1–0,1.0,Torino,14961.0,Stadio Comunale Luigi Ferraris,Maurizio Mariani
316,Sat,2022-03-19,15:00,Napoli,1.1,2–1,0.5,Udinese,37363.0,Stadio San Paolo,Francesco Fourneau
317,Sat,2022-03-19,18:00,Inter,1.0,1–1,1.0,Fiorentina,54988.0,Stadio Giuseppe Meazza,Daniele Chiffi
318,Sat,2022-03-19,20:45,Cagliari,1.1,0–1,2.4,Milan,12309.0,Sardegna Arena,Marco Di Bello
319,Sun,2022-03-20,12:30,Venezia,1.2,0–2,1.6,Sampdoria,7591.0,Stadio Pierluigi Penzo,Daniele Orsato
320,Sun,2022-03-20,15:00,Juventus,1.5,2–0,0.5,Salernitana,29186.0,Allianz Stadium,Giovanni Ayroldi
321,Sun,2022-03-20,15:00,Empoli,1.0,1–1,1.3,Hellas Verona,5445.0,Stadio Carlo Castellani,Matteo Marcenaro
322,Sun,2022-03-20,18:00,Roma,2.2,3–0,0.5,Lazio,51932.0,Stadio Olimpico,Massimiliano Irrati
323,Sun,2022-03-20,20:45,Bologna,1.3,0–1,1.2,Atalanta,1323.0,Stadio Renato Dall'Ara,Fabio Maresca
325,Sat,2022-04-02,15:00,Spezia,1.2,1–0,1.0,Venezia,7993.0,Stadio Alberto Picco,Daniele Doveri
326,Sat,2022-04-02,18:00,Lazio,2.3,2–1,1.8,Sassuolo,15000.0,Stadio Olimpico,Antonio Rapuano
327,Sat,2022-04-02,20:45,Salernitana,0.8,0–1,1.6,Torino,8650.0,Stadio Arechi,Marco Piccinini
328,Sun,2022-04-03,12:30,Fiorentina,1.5,1–0,0.1,Empoli,22407.0,Stadio Artemio Franchi,Luca Massimi
329,Sun,2022-04-03,15:00,Atalanta,1.4,1–3,1.5,Napoli,17709.0,Stadio Atleti Azzurri d'Italia,Marco Di Bello
330,Sun,2022-04-03,15:00,Udinese,3.5,5–1,0.4,Cagliari,12215.0,Dacia Arena,Rosario Abisso
331,Sun,2022-04-03,18:00,Sampdoria,0.4,0–1,1.1,Roma,16465.0,Stadio Comunale Luigi Ferraris,Gianluca Manganiello
332,Sun,2022-04-03,20:45,Juventus,1.7,0–1,1.2,Inter,40093.0,Allianz Stadium,Massimiliano Irrati
333,Mon,2022-04-04,18:30,Hellas Verona,1.1,1–0,0.5,Genoa,14993.0,Stadio Marc'Antonio Bentegodi,Francesco Fourneau
334,Mon,2022-04-04,20:45,Milan,2.2,0–0,0.6,Bologna,68136.0,Stadio Giuseppe Meazza,Livio Marinelli
336,Sat,2022-04-09,15:00,Empoli,1.0,0–0,0.7,Spezia,5265.0,Stadio Carlo Castellani,Giovanni Ayroldi
337,Sat,2022-04-09,18:00,Inter,2.5,2–0,0.8,Hellas Verona,61325.0,Stadio Giuseppe Meazza,Livio Marinelli
338,Sat,2022-04-09,20:45,Cagliari,0.1,1–2,1.5,Juventus,13437.0,Sardegna Arena,Daniele Chiffi
339,Sun,2022-04-10,12:30,Genoa,0.8,1–4,1.6,Lazio,16756.0,Stadio Comunale Luigi Ferraris,Gianluca Manganiello
340,Sun,2022-04-10,15:00,Napoli,1.1,2–3,0.5,Fiorentina,50000.0,Stadio San Paolo,Maurizio Mariani
341,Sun,2022-04-10,15:00,Sassuolo,1.2,2–1,1.8,Atalanta,7842.0,Stadio Città del Tricolore,Juan Sacchi
342,Sun,2022-04-10,15:00,Venezia,1.3,1–2,2.3,Udinese,10459.0,Stadio Pierluigi Penzo,Marco Guida
343,Sun,2022-04-10,18:00,Roma,1.6,2–1,0.6,Salernitana,64266.0,Stadio Olimpico,Manuel Volpi
344,Sun,2022-04-10,20:45,Torino,1.0,0–0,0.8,Milan,23472.0,Stadio Olimpico di Torino,Daniele Doveri
345,Mon,2022-04-11,20:45,Bologna,2.6,2–0,0.6,Sampdoria,15783.0,Stadio Renato Dall'Ara,Luca Pairetto
347,Fri,2022-04-15,19:00,Spezia,0.9,1–3,2.5,Inter,11382.0,Stadio Alberto Picco,Fabio Maresca
348,Fri,2022-04-15,21:00,Milan,1.6,2–0,0.3,Genoa,70259.0,Stadio Giuseppe Meazza,Daniele Chiffi
349,Sat,2022-04-16,12:30,Cagliari,1.6,1–0,0.4,Sassuolo,14689.0,Sardegna Arena,Davide Massa
350,Sat,2022-04-16,14:30,Sampdoria,0.8,1–2,0.3,Salernitana,14908.0,Stadio Comunale Luigi Ferraris,Paolo Valeri
351,Sat,2022-04-16,14:30,Udinese,1.2,4–1,1.7,Empoli,15226.0,Dacia Arena,Matteo Marchetti
352,Sat,2022-04-16,16:30,Fiorentina,2.6,1–0,0.1,Venezia,31627.0,Stadio Artemio Franchi,Rosario Abisso
353,Sat,2022-04-16,18:30,Juventus,2.0,1–1,1.2,Bologna,36107.0,Allianz Stadium,Juan Sacchi
354,Sat,2022-04-16,20:45,Lazio,0.7,1–1,1.0,Torino,25000.0,Stadio Olimpico,Alessandro Prontera
355,Mon,2022-04-18,19:00,Napoli,1.4,1–1,0.9,Roma,41822.0,Stadio San Paolo,Marco Di Bello
356,Mon,2022-04-18,21:00,Atalanta,1.5,1–2,3.2,Hellas Verona,14537.0,Stadio Atleti Azzurri d'Italia,Marco Piccinini
358,Wed,2022-04-20,18:45,Udinese,0.5,0–1,0.9,Salernitana,12362.0,Dacia Arena,Simone Sozza
360,Sat,2022-04-23,15:00,Torino,2.3,2–1,1.0,Spezia,8333.0,Stadio Olimpico di Torino,Davide Ghersini
361,Sat,2022-04-23,15:00,Venezia,0.9,1–3,3.6,Atalanta,6132.0,Stadio Pierluigi Penzo,Francesco Fourneau
362,Sat,2022-04-23,18:00,Inter,1.3,3–1,0.9,Roma,74947.0,Stadio Giuseppe Meazza,Simone Sozza
363,Sat,2022-04-23,20:45,Hellas Verona,1.1,1–1,1.0,Sampdoria,16188.0,Stadio Marc'Antonio Bentegodi,Giovanni Ayroldi
364,Sun,2022-04-24,12:30,Salernitana,1.0,2–1,1.0,Fiorentina,20920.0,Stadio Arechi,Davide Massa
365,Sun,2022-04-24,15:00,Empoli,1.8,3–2,1.3,Napoli,10245.0,Stadio Carlo Castellani,Livio Marinelli
366,Sun,2022-04-24,15:00,Bologna,1.5,2–2,1.8,Udinese,15922.0,Stadio Renato Dall'Ara,Alberto Santoro
367,Sun,2022-04-24,18:00,Genoa,1.1,1–0,0.8,Cagliari,17257.0,Stadio Comunale Luigi Ferraris,Paolo Valeri
368,Sun,2022-04-24,20:45,Lazio,0.6,1–2,2.1,Milan,25000.0,Stadio Olimpico,Marco Guida
369,Mon,2022-04-25,20:45,Sassuolo,1.4,1–2,1.2,Juventus,20000.0,Stadio Città del Tricolore,Fabio Maresca
371,Wed,2022-04-27,18:00,Fiorentina,2.0,0–4,3.0,Udinese,22067.0,Stadio Artemio Franchi,Ivan Pezzuto
372,Wed,2022-04-27,20:15,Atalanta,2.7,4–4,2.4,Torino,,Stadio Atleti Azzurri d'Italia,Rosario Abisso
373,Wed,2022-04-27,20:15,Bologna,1.2,2–1,2.1,Inter,26034.0,Stadio Renato Dall'Ara,Daniele Doveri
375,Sat,2022-04-30,15:00,Cagliari,0.9,1–2,1.3,Hellas Verona,16267.0,Sardegna Arena,Daniele Orsato
376,Sat,2022-04-30,15:00,Napoli,2.8,6–1,1.5,Sassuolo,20000.0,Stadio San Paolo,Antonio Rapuano
377,Sat,2022-04-30,18:00,Sampdoria,1.0,1–0,1.6,Genoa,30136.0,Stadio Comunale Luigi Ferraris,Fabio Maresca
378,Sat,2022-04-30,20:45,Spezia,1.6,3–4,3.5,Lazio,8750.0,Stadio Alberto Picco,Luca Pairetto
379,Sun,2022-05-01,12:30,Juventus,2.2,2–1,0.6,Venezia,39203.0,Allianz Stadium,Alessandro Prontera
380,Sun,2022-05-01,15:00,Milan,1.3,1–0,0.5,Fiorentina,71542.0,Stadio Giuseppe Meazza,Paolo Valeri
381,Sun,2022-05-01,15:00,Empoli,0.7,1–3,2.4,Torino,8416.0,Stadio Carlo Castellani,Cosso Cosso
382,Sun,2022-05-01,18:00,Udinese,1.1,1–2,1.9,Inter,20910.0,Dacia Arena,Daniele Chiffi
383,Sun,2022-05-01,20:45,Roma,1.0,0–0,1.3,Bologna,62988.0,Stadio Olimpico,Michael Fabbri
384,Mon,2022-05-02,20:45,Atalanta,1.6,1–1,1.2,Salernitana,17011.0,Stadio Atleti Azzurri d'Italia,Marco Guida
386,Thu,2022-05-05,18:00,Salernitana,2.0,2–1,1.2,Venezia,22200.0,Stadio Arechi,Maurizio Mariani
388,Fri,2022-05-06,18:45,Inter,4.3,4–2,0.6,Empoli,69959.0,Stadio Giuseppe Meazza,Gianluca Manganiello
389,Fri,2022-05-06,21:00,Genoa,2.7,2–1,1.4,Juventus,18762.0,Stadio Comunale Luigi Ferraris,Simone Sozza
390,Sat,2022-05-07,15:00,Torino,0.7,0–1,1.4,Napoli,14619.0,Stadio Olimpico di Torino,Alessandro Prontera
391,Sat,2022-05-07,18:00,Sassuolo,2.0,1–1,2.3,Udinese,7460.0,Stadio Città del Tricolore,Matteo Marcenaro
392,Sat,2022-05-07,20:45,Lazio,1.4,2–0,0.9,Sampdoria,31000.0,Stadio Olimpico,Davide Massa
393,Sun,2022-05-08,12:30,Spezia,1.0,1–3,2.1,Atalanta,9000.0,Stadio Alberto Picco,Fabio Maresca
394,Sun,2022-05-08,15:00,Venezia,2.8,4–3,2.8,Bologna,6674.0,Stadio Pierluigi Penzo,Livio Marinelli
395,Sun,2022-05-08,18:00,Salernitana,1.2,1–1,0.5,Cagliari,28048.0,Stadio Arechi,Marco Di Bello
396,Sun,2022-05-08,20:45,Hellas Verona,1.2,1–3,2.9,Milan,30154.0,Stadio Marc'Antonio Bentegodi,Daniele Doveri
397,Mon,2022-05-09,20:45,Fiorentina,1.3,2–0,0.3,Roma,29580.0,Stadio Artemio Franchi,Marco Guida
399,Sat,2022-05-14,15:00,Empoli,2.1,1–1,3.1,Salernitana,7000.0,Stadio Carlo Castellani,Davide Massa
400,Sat,2022-05-14,18:00,Udinese,1.4,2–3,2.2,Spezia,20950.0,Dacia Arena,Gianluca Aureliano
401,Sat,2022-05-14,18:00,Hellas Verona,0.7,0–1,0.7,Torino,24001.0,Stadio Marc'Antonio Bentegodi,Giacomo Camplone
402,Sat,2022-05-14,20:45,Roma,3.2,1–1,0.3,Venezia,63243.0,Stadio Olimpico,Simone Sozza
403,Sun,2022-05-15,12:30,Bologna,1.7,1–3,1.7,Sassuolo,19794.0,Stadio Renato Dall'Ara,Davide Ghersini
404,Sun,2022-05-15,15:00,Napoli,2.2,3–0,1.0,Genoa,54000.0,Stadio San Paolo,Michael Fabbri
405,Sun,2022-05-15,18:00,Milan,1.5,2–0,0.9,Atalanta,73304.0,Stadio Giuseppe Meazza,Daniele Orsato
406,Sun,2022-05-15,20:45,Cagliari,0.6,1–3,2.6,Inter,15443.0,Sardegna Arena,Daniele Doveri
407,Mon,2022-05-16,18:30,Sampdoria,1.5,4–1,1.9,Fiorentina,21331.0,Stadio Comunale Luigi Ferraris,Maurizio Mariani
408,Mon,2022-05-16,20:45,Juventus,0.8,2–2,1.1,Lazio,40515.0,Allianz Stadium,Giovanni Ayroldi
410,Fri,2022-05-20,20:45,Torino,0.7,0–3,2.6,Roma,16730.0,Stadio Olimpico di Torino,Massimiliano Irrati
411,Sat,2022-05-21,17:15,Genoa,1.0,0–1,1.0,Bologna,17768.0,Stadio Comunale Luigi Ferraris,Gianpiero Miele
412,Sat,2022-05-21,20:45,Fiorentina,1.5,2–0,0.1,Juventus,34831.0,Stadio Artemio Franchi,Daniele Chiffi
413,Sat,2022-05-21,20:45,Atalanta,3.8,0–1,0.4,Empoli,17654.0,Stadio Atleti Azzurri d'Italia,Rosario Abisso
414,Sat,2022-05-21,20:45,Lazio,2.4,3–3,1.6,Hellas Verona,50000.0,Stadio Olimpico,Andrea Colombo
415,Sun,2022-05-22,12:30,Spezia,2.0,0–3,1.0,Napoli,10000.0,Stadio Alberto Picco,Matteo Marchetti
416,Sun,2022-05-22,18:00,Sassuolo,0.4,0–3,3.1,Milan,21584.0,Stadio Città del Tricolore,Daniele Doveri
417,Sun,2022-05-22,18:00,Inter,3.3,3–0,0.9,Sampdoria,71109.0,Stadio Giuseppe Meazza,Marco Di Bello
418,Sun,2022-05-22,21:00,Salernitana,1.8,0–4,2.5,Udinese,29739.0,Stadio Arechi,Daniele Orsato
419,Sun,2022-05-22,21:00,Venezia,0.7,0–0,2.1,Cagliari,5654.0,Stadio Pierluigi Penzo,Fabio Maresca
420,Sat,2020-09-19,18:00,Fiorentina,1.9,1–0,0.6,Torino,,Stadio Artemio Franchi,Rosario Abisso
421,Sat,2020-09-19,20:45,Hellas Verona,1.3,3–0,1.7,Roma,,Stadio Marc'Antonio Bentegodi,Daniele Chiffi
422,Sun,2020-09-20,12:30,Parma,0.2,0–2,1.6,Napoli,1000.0,Stadio Ennio Tardini,Maurizio Mariani
423,Sun,2020-09-20,15:00,Genoa,2.0,4–1,1.2,Crotone,,Stadio Comunale Luigi Ferraris,Giovanni Ayroldi
424,Sun,2020-09-20,18:00,Sassuolo,2.3,1–1,1.0,Cagliari,850.0,Stadio Città del Tricolore,Livio Marinelli
425,Sun,2020-09-20,20:45,Juventus,2.4,3–0,0.8,Sampdoria,1000.0,Allianz Stadium,Marco Piccinini
426,Mon,2020-09-21,20:45,Milan,2.9,2–0,0.9,Bologna,1000.0,Stadio Giuseppe Meazza,Federico La Penna
428,Sat,2020-09-26,15:00,Torino,0.7,2–4,1.6,Atalanta,1000.0,Stadio Olimpico di Torino,Massimiliano Irrati
429,Sat,2020-09-26,18:00,Cagliari,1.0,0–2,2.1,Lazio,1000.0,Sardegna Arena,Davide Massa
430,Sat,2020-09-26,18:00,Sampdoria,1.6,2–3,1.2,Benevento,1000.0,Stadio Comunale Luigi Ferraris,Federico Dionisi
431,Sat,2020-09-26,20:45,Inter,2.8,4–3,2.5,Fiorentina,1000.0,Stadio Giuseppe Meazza,Giampaolo Calvarese
432,Sun,2020-09-27,12:30,Spezia,1.1,1–4,2.8,Sassuolo,1000.0,Stadio Dino Manuzzi,Davide Ghersini
433,Sun,2020-09-27,15:00,Hellas Verona,1.0,1–0,1.7,Udinese,1000.0,Stadio Marc'Antonio Bentegodi,Manuel Volpi
434,Sun,2020-09-27,18:00,Crotone,0.3,0–2,2.4,Milan,,Stadio Ezio Scida,Luca Pairetto
435,Sun,2020-09-27,18:00,Napoli,2.4,6–0,0.6,Genoa,1000.0,Stadio San Paolo,Juan Sacchi
436,Sun,2020-09-27,20:45,Roma,2.7,2–2,1.3,Juventus,1000.0,Stadio Olimpico,Marco Di Bello
437,Mon,2020-09-28,20:45,Bologna,2.2,4–1,1.0,Parma,1000.0,Stadio Renato Dall'Ara,Paolo Valeri
439,Wed,2020-09-30,18:00,Benevento,1.5,2–5,3.5,Inter,1000.0,Stadio Ciro Vigorito,Marco Piccinini
440,Wed,2020-09-30,18:00,Udinese,2.1,0–2,0.7,Spezia,1000.0,Dacia Arena,Alessandro Prontera
441,Wed,2020-09-30,20:45,Lazio,2.6,1–4,1.7,Atalanta,1000.0,Stadio Olimpico,Fabio Maresca
443,Fri,2020-10-02,20:45,Fiorentina,2.1,1–2,2.4,Sampdoria,1000.0,Stadio Artemio Franchi,Piero Giacomelli
444,Sat,2020-10-03,15:00,Sassuolo,1.7,4–1,1.8,Crotone,1000.0,Stadio Città del Tricolore,Ivan Pezzuto
445,Sat,2020-10-03,20:45,Udinese,0.9,0–1,0.8,Roma,1000.0,Dacia Arena,Rosario Abisso
446,Sun,2020-10-04,12:30,Atalanta,3.5,5–2,1.0,Cagliari,1000.0,Stadio Atleti Azzurri d'Italia,Fabrizio Pasqua
447,Sun,2020-10-04,15:00,Benevento,0.9,1–0,1.8,Bologna,1000.0,Stadio Ciro Vigorito,Simone Sozza
448,Sun,2020-10-04,15:00,Lazio,1.3,1–1,0.9,Inter,1000.0,Stadio Olimpico,Marco Guida
449,Sun,2020-10-04,15:00,Parma,1.6,1–0,0.5,Hellas Verona,1000.0,Stadio Ennio Tardini,Antonio Giua
450,Sun,2020-10-04,18:00,Milan,2.0,3–0,0.2,Spezia,1000.0,Stadio Giuseppe Meazza,Marco Serra
452,Sat,2020-10-17,15:00,Napoli,1.7,4–1,1.0,Atalanta,1000.0,Stadio San Paolo,Marco Di Bello
453,Sat,2020-10-17,18:00,Sampdoria,1.3,3–0,0.6,Lazio,1000.0,Stadio Comunale Luigi Ferraris,Daniele Orsato
454,Sat,2020-10-17,18:00,Inter,2.4,1–2,2.3,Milan,1000.0,Stadio Giuseppe Meazza,Maurizio Mariani
455,Sat,2020-10-17,20:45,Crotone,1.1,1–1,1.6,Juventus,1000.0,Stadio Ezio Scida,Francesco Fourneau
456,Sun,2020-10-18,12:30,Bologna,1.4,3–4,2.8,Sassuolo,1000.0,Stadio Renato Dall'Ara,Daniele Doveri
457,Sun,2020-10-18,15:00,Spezia,1.1,2–2,1.4,Fiorentina,1000.0,Stadio Dino Manuzzi,Gianluca Manganiello
