,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
1614,Sun,2019-04-14,18:00,Chievo,0.2,1–3,1.7,Napoli,13500.0,Stadio Marc'Antonio Bentegodi,Federico La Penna
1615,Sun,2019-04-14,20:30,Frosinone,0.8,1–3,2.9,Inter,15856.0,Stadio Benito Stirpe,Davide Massa
1616,Mon,2019-04-15,20:30,Atalanta,4.4,0–0,0.4,Empoli,19229.0,Stadio Atleti Azzurri d'Italia,Gianluca Manganiello
1618,Wed,2019-04-17,19:00,Lazio,1.5,2–0,1.4,Udinese,30162.0,Stadio Olimpico,Giampaolo Calvarese
1620,Sat,2019-04-20,12:30,Parma,0.8,1–1,0.7,Milan,20018.0,Stadio Ennio Tardini,Paolo Valeri
1621,Sat,2019-04-20,15:00,Lazio,1.6,1–2,0.9,Chievo,25000.0,Stadio Olimpico,Daniele Chiffi
1622,Sat,2019-04-20,15:00,Empoli,1.6,2–4,1.5,SPAL,10444.0,Stadio Carlo Castellani,Gianluca Rocchi
1623,Sat,2019-04-20,15:00,Genoa,1.0,0–1,0.9,Torino,8000.0,Stadio Comunale Luigi Ferraris,Daniele Doveri
1624,Sat,2019-04-20,15:00,Bologna,0.8,3–0,0.6,Sampdoria,21391.0,Stadio Renato Dall'Ara,Maurizio Mariani
1625,Sat,2019-04-20,15:00,Cagliari,1.5,1–0,1.0,Frosinone,16095.0,Sardegna Arena,Rosario Abisso
1626,Sat,2019-04-20,15:00,Udinese,0.7,1–1,0.7,Sassuolo,21000.0,Dacia Arena,Luca Pairetto
1627,Sat,2019-04-20,18:00,Juventus,1.3,2–1,1.7,Fiorentina,40339.0,Allianz Stadium,Fabrizio Pasqua
1628,Sat,2019-04-20,20:30,Inter,1.8,1–1,0.8,Roma,60013.0,Stadio Giuseppe Meazza,Marco Guida
1629,Mon,2019-04-22,19:00,Napoli,1.8,1–2,0.9,Atalanta,19604.0,Stadio San Paolo,Daniele Orsato
1631,Sat,2019-04-27,15:00,Bologna,2.2,3–1,0.5,Empoli,25189.0,Stadio Renato Dall'Ara,Paolo Valeri
1632,Sat,2019-04-27,18:00,Roma,2.5,3–0,0.5,Cagliari,35964.0,Stadio Olimpico,Gianluca Manganiello
1633,Sat,2019-04-27,20:30,Inter,1.2,1–1,0.4,Juventus,73855.0,Stadio Giuseppe Meazza,Luca Banti
1634,Sun,2019-04-28,12:30,Frosinone,1.3,0–2,1.7,Napoli,13600.0,Stadio Benito Stirpe,Federico La Penna
1635,Sun,2019-04-28,15:00,Chievo,0.8,1–1,0.4,Parma,7000.0,Stadio Marc'Antonio Bentegodi,Juan Sacchi
1636,Sun,2019-04-28,15:00,SPAL,1.0,1–1,1.0,Genoa,13563.0,Stadio Paolo Mazza,Davide Massa
1637,Sun,2019-04-28,18:00,Sampdoria,1.2,1–2,1.3,Lazio,18450.0,Stadio Comunale Luigi Ferraris,Fabio Maresca
1638,Sun,2019-04-28,20:30,Torino,1.3,2–0,0.6,Milan,26849.0,Stadio Olimpico di Torino,Marco Guida
1639,Mon,2019-04-29,19:00,Atalanta,2.1,2–0,0.2,Udinese,18663.0,Stadio Atleti Azzurri d'Italia,Piero Giacomelli
1640,Mon,2019-04-29,21:00,Fiorentina,1.1,0–1,1.4,Sassuolo,25567.0,Stadio Artemio Franchi,Francesco Fourneau
1642,Fri,2019-05-03,20:30,Juventus,1.2,1–1,0.5,Torino,38530.0,Allianz Stadium,Daniele Orsato
1643,Sat,2019-05-04,18:00,Chievo,0.3,0–4,1.8,SPAL,10000.0,Stadio Marc'Antonio Bentegodi,Riccardo Ros
1644,Sat,2019-05-04,20:30,Udinese,0.4,0–0,1.6,Inter,24741.0,Dacia Arena,Gianluca Rocchi
1645,Sun,2019-05-05,12:30,Empoli,1.0,1–0,2.2,Fiorentina,8285.0,Stadio Carlo Castellani,Massimiliano Irrati
1646,Sun,2019-05-05,15:00,Sassuolo,2.0,2–2,0.9,Frosinone,10073.0,Stadio Città del Tricolore,Antonio Giua
1647,Sun,2019-05-05,15:00,Parma,2.4,3–3,2.4,Sampdoria,16992.0,Stadio Ennio Tardini,Michael Fabbri
1648,Sun,2019-05-05,15:00,Lazio,0.6,1–3,1.4,Atalanta,25000.0,Stadio Olimpico,Giampaolo Calvarese
1649,Sun,2019-05-05,18:00,Genoa,1.9,1–1,0.9,Roma,20703.0,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni
1650,Sun,2019-05-05,20:30,Napoli,1.9,2–1,0.5,Cagliari,16171.0,Stadio San Paolo,Daniele Chiffi
1651,Mon,2019-05-06,20:30,Milan,1.1,2–1,1.1,Bologna,51472.0,Stadio Giuseppe Meazza,Marco Di Bello
1653,Sat,2019-05-11,15:00,Atalanta,1.3,2–1,1.7,Genoa,12000.0,Stadio Atleti Azzurri d'Italia,Massimiliano Irrati
1654,Sat,2019-05-11,18:00,Cagliari,1.0,1–2,0.7,Lazio,16179.0,Sardegna Arena,Michael Fabbri
1655,Sat,2019-05-11,20:30,Fiorentina,0.6,0–1,0.6,Milan,33250.0,Stadio Artemio Franchi,Maurizio Mariani
1656,Sun,2019-05-12,12:30,Torino,3.4,3–2,0.7,Sassuolo,25360.0,Stadio Olimpico di Torino,Piero Giacomelli
1657,Sun,2019-05-12,15:00,Frosinone,2.1,1–3,2.0,Udinese,12261.0,Stadio Benito Stirpe,Fabrizio Pasqua
1658,Sun,2019-05-12,15:00,Sampdoria,1.9,1–2,2.1,Empoli,19034.0,Stadio Comunale Luigi Ferraris,Daniele Doveri
1659,Sun,2019-05-12,18:00,SPAL,1.8,1–2,1.2,Napoli,14175.0,Stadio Paolo Mazza,Eugenio Abbattista
1660,Sun,2019-05-12,20:30,Roma,1.8,2–0,0.6,Juventus,50825.0,Stadio Olimpico,Davide Massa
1661,Mon,2019-05-13,19:00,Bologna,1.6,4–1,0.6,Parma,20656.0,Stadio Renato Dall'Ara,Luca Pairetto
1662,Mon,2019-05-13,21:00,Inter,1.7,2–0,0.1,Chievo,57855.0,Stadio Giuseppe Meazza,Paolo Valeri
1664,Sat,2019-05-18,15:00,Udinese,1.0,3–2,1.0,SPAL,24614.0,Dacia Arena,Michael Fabbri
1665,Sat,2019-05-18,18:00,Genoa,2.0,1–1,0.6,Cagliari,22768.0,Stadio Comunale Luigi Ferraris,Paolo Valeri
1666,Sat,2019-05-18,20:30,Sassuolo,1.1,0–0,2.0,Roma,12914.0,Stadio Città del Tricolore,Fabio Maresca
1667,Sun,2019-05-19,12:30,Chievo,0.7,0–0,0.8,Sampdoria,10000.0,Stadio Marc'Antonio Bentegodi,Gianluca Aureliano
1668,Sun,2019-05-19,15:00,Empoli,2.0,4–1,1.7,Torino,10344.0,Stadio Carlo Castellani,Paolo Mazzoleni
1669,Sun,2019-05-19,15:00,Parma,0.5,1–0,1.2,Fiorentina,17333.0,Stadio Ennio Tardini,Piero Giacomelli
1670,Sun,2019-05-19,18:00,Milan,1.5,2–0,1.4,Frosinone,61765.0,Stadio Giuseppe Meazza,Gianluca Manganiello
1671,Sun,2019-05-19,20:30,Juventus,1.0,1–1,1.6,Atalanta,39531.0,Allianz Stadium,Gianluca Rocchi
1672,Sun,2019-05-19,20:30,Napoli,1.5,4–1,2.4,Inter,25445.0,Stadio San Paolo,Daniele Doveri
1673,Mon,2019-05-20,20:30,Lazio,1.7,3–3,2.4,Bologna,25000.0,Stadio Olimpico,Fabrizio Pasqua
1675,Sat,2019-05-25,18:00,Frosinone,0.8,0–0,0.0,Chievo,12167.0,Stadio Benito Stirpe,Antonio Di Martino
1676,Sat,2019-05-25,20:30,Bologna,1.3,3–2,1.8,Napoli,19351.0,Stadio Renato Dall'Ara,Aleandro Di Paolo
1677,Sun,2019-05-26,15:00,Torino,2.2,3–1,1.1,Lazio,24428.0,Stadio Olimpico di Torino,Rosario Abisso
1678,Sun,2019-05-26,18:00,Sampdoria,0.6,2–0,0.4,Juventus,22856.0,Stadio Comunale Luigi Ferraris,Luigi Nasca
1679,Sun,2019-05-26,20:30,Cagliari,1.9,1–2,0.8,Udinese,15378.0,Sardegna Arena,Manuel Volpi
1680,Sun,2019-05-26,20:30,Atalanta,2.2,3–1,0.4,Sassuolo,14376.0,Stadio Atleti Azzurri d'Italia,Daniele Doveri
1681,Sun,2019-05-26,20:30,Fiorentina,0.3,0–0,0.1,Genoa,37527.0,Stadio Artemio Franchi,Daniele Orsato
1682,Sun,2019-05-26,20:30,SPAL,0.6,2–3,1.6,Milan,16146.0,Stadio Paolo Mazza,Paolo Valeri
1683,Sun,2019-05-26,20:30,Roma,2.2,2–1,1.2,Parma,62304.0,Stadio Olimpico,Paolo Mazzoleni
1684,Sun,2019-05-26,20:30,Inter,2.8,2–1,2.1,Empoli,68051.0,Stadio Giuseppe Meazza,Luca Banti
1685,Sat,2017-08-19,18:00,Juventus,1.2,3–0,1.4,Cagliari,39226.0,Allianz Stadium,Fabio Maresca
1686,Sat,2017-08-19,20:45,Hellas Verona,1.5,1–3,1.7,Napoli,15215.0,Stadio Marc'Antonio Bentegodi,Michael Fabbri
1687,Sun,2017-08-20,18:00,Atalanta,1.6,0–1,0.3,Roma,19108.0,Stadio Atleti Azzurri d'Italia,Piero Giacomelli
1688,Sun,2017-08-20,20:45,Sampdoria,2.1,2–1,1.3,Benevento,19223.0,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua
1689,Sun,2017-08-20,20:45,Inter,2.6,3–0,0.6,Fiorentina,51752.0,Stadio Giuseppe Meazza,Paolo Tagliavento
1690,Sun,2017-08-20,20:45,Crotone,0.6,0–3,2.2,Milan,13478.0,Stadio Ezio Scida,Maurizio Mariani
1691,Sun,2017-08-20,20:45,Bologna,0.8,1–1,0.4,Torino,19033.0,Stadio Renato Dall'Ara,Davide Massa
1692,Sun,2017-08-20,20:45,Sassuolo,0.6,0–0,1.1,Genoa,8134.0,Stadio Città del Tricolore,Antonio Damato
1693,Sun,2017-08-20,20:45,Lazio,1.2,0–0,0.8,SPAL,25000.0,Stadio Olimpico,Rosario Abisso
1694,Sun,2017-08-20,20:45,Udinese,0.9,1–2,0.7,Chievo,13000.0,Dacia Arena,Claudio Gavillucci
1696,Sat,2017-08-26,18:00,Benevento,1.5,0–1,1.3,Bologna,11054.0,Stadio Ciro Vigorito,Giampaolo Calvarese
1697,Sat,2017-08-26,18:00,Genoa,1.3,2–4,1.8,Juventus,26296.0,Stadio Comunale Luigi Ferraris,Luca Banti
1698,Sat,2017-08-26,20:45,Roma,1.3,1–3,2.6,Inter,49388.0,Stadio Olimpico,Massimiliano Irrati
1699,Sun,2017-08-27,18:00,Torino,2.3,3–0,0.9,Sassuolo,18289.0,Stadio Olimpico di Torino,Paolo Mazzoleni
1700,Sun,2017-08-27,20:45,Milan,1.1,2–1,0.9,Cagliari,49525.0,Stadio Giuseppe Meazza,Luca Pairetto
1701,Sun,2017-08-27,20:45,Crotone,1.1,0–0,0.2,Hellas Verona,9158.0,Stadio Ezio Scida,Marco Guida
1702,Sun,2017-08-27,20:45,SPAL,1.5,3–2,1.3,Udinese,11000.0,Stadio Paolo Mazza,Paolo Valeri
1703,Sun,2017-08-27,20:45,Napoli,1.3,3–1,1.1,Atalanta,35102.0,Stadio San Paolo,Marco Di Bello
1704,Sun,2017-08-27,20:45,Chievo,1.0,1–2,0.6,Lazio,10000.0,Stadio Marc'Antonio Bentegodi,Gianluca Manganiello
1705,Sun,2017-08-27,20:45,Fiorentina,2.7,1–2,2.5,Sampdoria,25611.0,Stadio Artemio Franchi,Daniele Doveri
1707,Sat,2017-09-09,18:00,Juventus,1.4,3–0,0.7,Chievo,39457.0,Allianz Stadium,Michael Fabbri
1708,Sun,2017-09-10,12:30,Inter,2.0,2–0,0.7,SPAL,57235.0,Stadio Giuseppe Meazza,Claudio Gavillucci
1709,Sun,2017-09-10,15:00,Atalanta,0.5,2–1,1.2,Sassuolo,16120.0,Stadio Atleti Azzurri d'Italia,Gianluca Manganiello
1710,Sun,2017-09-10,15:00,Cagliari,1.5,1–0,0.5,Crotone,14076.0,Stadio Sant'Elia,Daniele Doveri
1711,Sun,2017-09-10,15:00,Udinese,1.4,1–0,0.8,Genoa,2370.0,Dacia Arena,Fabio Maresca
1712,Sun,2017-09-10,15:00,Hellas Verona,0.9,0–5,3.3,Fiorentina,18181.0,Stadio Marc'Antonio Bentegodi,Antonio Damato
1713,Sun,2017-09-10,16:00,Lazio,2.2,4–1,1.9,Milan,30000.0,Stadio Olimpico,Gianluca Rocchi
1714,Sun,2017-09-10,18:00,Benevento,1.0,0–1,1.0,Torino,11416.0,Stadio Ciro Vigorito,Rosario Abisso
1715,Sun,2017-09-10,20:45,Bologna,0.4,0–3,2.1,Napoli,22398.0,Stadio Renato Dall'Ara,Piero Giacomelli
1717,Sat,2017-09-16,15:00,Crotone,0.8,0–2,0.5,Inter,13422.0,Stadio Ezio Scida,Luca Banti
1718,Sat,2017-09-16,18:00,Fiorentina,0.6,2–1,0.4,Bologna,23802.0,Stadio Artemio Franchi,Paolo Valeri
1719,Sat,2017-09-16,20:45,Roma,4.7,3–0,0.5,Hellas Verona,29045.0,Stadio Olimpico,Luca Pairetto
1720,Sun,2017-09-17,12:30,Sassuolo,1.6,1–3,1.0,Juventus,21584.0,Stadio Città del Tricolore,Davide Massa
1721,Sun,2017-09-17,15:00,Milan,2.4,2–1,0.4,Udinese,49473.0,Stadio Giuseppe Meazza,Marco Guida
1722,Sun,2017-09-17,15:00,Napoli,4.9,6–0,0.2,Benevento,49137.0,Stadio San Paolo,Massimiliano Irrati
1723,Sun,2017-09-17,15:00,SPAL,0.7,0–2,1.0,Cagliari,10979.0,Stadio Paolo Mazza,Eugenio Abbattista
1724,Sun,2017-09-17,15:00,Torino,1.8,2–2,0.9,Sampdoria,19879.0,Stadio Olimpico di Torino,Paolo Tagliavento
1725,Sun,2017-09-17,18:00,Chievo,1.1,1–1,1.7,Atalanta,10000.0,Stadio Marc'Antonio Bentegodi,Maurizio Mariani
1726,Sun,2017-09-17,20:45,Genoa,0.3,2–3,3.4,Lazio,19065.0,Stadio Comunale Luigi Ferraris,Daniele Orsato
1728,Tue,2017-09-19,20:45,Bologna,0.7,1–1,1.5,Inter,26067.0,Stadio Renato Dall'Ara,Marco Di Bello
1729,Wed,2017-09-20,18:00,Benevento,1.0,0–4,2.1,Roma,14839.0,Stadio Ciro Vigorito,Michael Fabbri
1730,Wed,2017-09-20,20:45,Atalanta,3.2,5–1,0.5,Crotone,16378.0,Stadio Atleti Azzurri d'Italia,Marco Piccinini
1731,Wed,2017-09-20,20:45,Milan,2.2,2–0,0.1,SPAL,45343.0,Stadio Giuseppe Meazza,Rosario Abisso
1732,Wed,2017-09-20,20:45,Genoa,0.8,1–1,1.1,Chievo,18376.0,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni
1733,Wed,2017-09-20,20:45,Lazio,0.2,1–4,2.5,Napoli,28000.0,Stadio Olimpico,Antonio Damato
1734,Wed,2017-09-20,20:45,Udinese,2.2,2–3,1.4,Torino,14793.0,Dacia Arena,Gianluca Rocchi
1735,Wed,2017-09-20,20:45,Hellas Verona,0.5,0–0,1.2,Sampdoria,14690.0,Stadio Marc'Antonio Bentegodi,Gianluca Manganiello
1736,Wed,2017-09-20,20:45,Juventus,1.0,1–0,0.4,Fiorentina,35652.0,Allianz Stadium,Daniele Doveri
1737,Wed,2017-09-20,20:45,Cagliari,1.7,0–1,2.4,Sassuolo,13898.0,Stadio Sant'Elia,Claudio Gavillucci
1739,Sat,2017-09-23,15:00,Roma,3.5,3–1,1.2,Udinese,32457.0,Stadio Olimpico,Davide Massa
1740,Sat,2017-09-23,18:00,SPAL,0.2,2–3,1.7,Napoli,12650.0,Stadio Paolo Mazza,Maurizio Mariani
1741,Sat,2017-09-23,20:45,Juventus,2.6,4–0,0.3,Torino,40856.0,Allianz Stadium,Piero Giacomelli
1742,Sun,2017-09-24,12:30,Sampdoria,1.3,2–0,0.5,Milan,21896.0,Stadio Comunale Luigi Ferraris,Paolo Valeri
1743,Sun,2017-09-24,15:00,Inter,0.8,1–0,0.6,Genoa,50037.0,Stadio Giuseppe Meazza,Marco Guida
1744,Sun,2017-09-24,15:00,Crotone,1.4,2–0,2.0,Benevento,8827.0,Stadio Ezio Scida,Daniele Orsato
1745,Sun,2017-09-24,15:00,Cagliari,1.3,0–2,1.2,Chievo,14287.0,Stadio Sant'Elia,Gianluca Aureliano
1746,Sun,2017-09-24,15:00,Hellas Verona,0.5,0–3,1.9,Lazio,16316.0,Stadio Marc'Antonio Bentegodi,Massimiliano Irrati
1747,Sun,2017-09-24,18:00,Sassuolo,0.6,0–1,2.1,Bologna,10805.0,Stadio Città del Tricolore,Paolo Tagliavento
1748,Sun,2017-09-24,20:45,Fiorentina,0.4,1–1,2.6,Atalanta,21390.0,Stadio Artemio Franchi,Luca Pairetto
1750,Sat,2017-09-30,18:00,Udinese,4.0,4–0,0.6,Sampdoria,17935.0,Dacia Arena,Michael Fabbri
1751,Sat,2017-09-30,20:45,Genoa,1.5,0–1,0.9,Bologna,19154.0,Stadio Comunale Luigi Ferraris,Gianluca Rocchi
1752,Sun,2017-10-01,12:30,Napoli,3.1,3–0,0.3,Cagliari,42813.0,Stadio San Paolo,Rosario Abisso
1753,Sun,2017-10-01,15:00,Lazio,3.3,6–1,1.5,Sassuolo,25000.0,Stadio Olimpico,Fabio Maresca
1754,Sun,2017-10-01,15:00,Chievo,1.1,2–1,1.8,Fiorentina,7300.0,Stadio Marc'Antonio Bentegodi,Piero Giacomelli
1755,Sun,2017-10-01,15:00,Benevento,1.0,1–2,1.9,Inter,16274.0,Stadio Ciro Vigorito,Daniele Doveri
1756,Sun,2017-10-01,15:00,Torino,1.7,2–2,3.2,Hellas Verona,16834.0,Stadio Olimpico di Torino,Claudio Gavillucci
1757,Sun,2017-10-01,15:00,SPAL,2.7,1–1,0.6,Crotone,11187.0,Stadio Paolo Mazza,Paolo Mazzoleni
1758,Sun,2017-10-01,18:00,Milan,1.2,0–2,1.4,Roma,61698.0,Stadio Giuseppe Meazza,Luca Banti
1759,Sun,2017-10-01,20:45,Atalanta,1.2,2–2,2.5,Juventus,19962.0,Stadio Atleti Azzurri d'Italia,Antonio Damato
1761,Sat,2017-10-14,18:00,Juventus,2.8,1–2,1.7,Lazio,39145.0,Allianz Stadium,Paolo Mazzoleni
1762,Sat,2017-10-14,20:45,Roma,0.4,0–1,1.3,Napoli,37914.0,Stadio Olimpico,Gianluca Rocchi
1763,Sun,2017-10-15,12:30,Fiorentina,2.0,2–1,0.5,Udinese,25156.0,Stadio Artemio Franchi,Massimiliano Irrati
1764,Sun,2017-10-15,15:00,Sassuolo,2.0,0–0,0.4,Chievo,8712.0,Stadio Città del Tricolore,Gianluca Manganiello
1765,Sun,2017-10-15,15:00,Crotone,0.7,2–2,1.6,Torino,9563.0,Stadio Ezio Scida,Paolo Valeri
1766,Sun,2017-10-15,15:00,Bologna,1.6,2–1,0.8,SPAL,24074.0,Stadio Renato Dall'Ara,Marco Guida
1767,Sun,2017-10-15,15:00,Cagliari,1.3,2–3,2.0,Genoa,13981.0,Stadio Sant'Elia,Davide Massa
1768,Sun,2017-10-15,15:00,Sampdoria,1.3,3–1,2.8,Atalanta,19672.0,Stadio Comunale Luigi Ferraris,Maurizio Mariani
1769,Sun,2017-10-15,20:45,Inter,1.8,3–2,1.1,Milan,78328.0,Stadio Giuseppe Meazza,Paolo Tagliavento
1770,Mon,2017-10-16,20:45,Hellas Verona,1.5,1–0,0.3,Benevento,16282.0,Stadio Marc'Antonio Bentegodi,Marco Di Bello
1772,Sat,2017-10-21,18:00,Sampdoria,2.5,5–0,0.4,Crotone,18220.0,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese
1773,Sat,2017-10-21,20:45,Napoli,0.9,0–0,0.3,Inter,49762.0,Stadio San Paolo,Luca Banti
1774,Sun,2017-10-22,12:30,Chievo,2.9,3–2,1.3,Hellas Verona,15000.0,Stadio Marc'Antonio Bentegodi,Rosario Abisso
1775,Sun,2017-10-22,15:00,Milan,0.8,0–0,0.5,Genoa,47219.0,Stadio Giuseppe Meazza,Piero Giacomelli
1776,Sun,2017-10-22,15:00,Benevento,0.2,0–3,2.6,Fiorentina,10887.0,Stadio Ciro Vigorito,Claudio Gavillucci
1777,Sun,2017-10-22,15:00,Torino,0.4,0–1,1.2,Roma,19646.0,Stadio Olimpico di Torino,Antonio Damato
1778,Sun,2017-10-22,15:00,Atalanta,2.3,1–0,0.2,Bologna,18205.0,Stadio Atleti Azzurri d'Italia,Fabio Maresca
1779,Sun,2017-10-22,15:00,SPAL,1.0,0–1,2.8,Sassuolo,10338.0,Stadio Paolo Mazza,Michael Fabbri
1780,Sun,2017-10-22,18:00,Udinese,0.8,2–6,1.2,Juventus,21992.0,Dacia Arena,Daniele Doveri
1781,Sun,2017-10-22,20:45,Lazio,2.1,3–0,0.8,Cagliari,20000.0,Stadio Olimpico,Luca Pairetto
1783,Tue,2017-10-24,20:45,Inter,2.8,3–2,0.7,Sampdoria,54451.0,Stadio Giuseppe Meazza,Marco Guida
1784,Wed,2017-10-25,18:30,Atalanta,2.5,3–0,1.7,Hellas Verona,16768.0,Stadio Atleti Azzurri d'Italia,Livio Marinelli
1785,Wed,2017-10-25,20:45,Fiorentina,2.0,3–0,0.9,Torino,22459.0,Stadio Artemio Franchi,Maurizio Mariani
1786,Wed,2017-10-25,20:45,Sassuolo,0.6,0–1,0.8,Udinese,7563.0,Stadio Città del Tricolore,Paolo Tagliavento
1787,Wed,2017-10-25,20:45,Roma,2.7,1–0,0.4,Crotone,31605.0,Stadio Olimpico,Gianluca Manganiello
1788,Wed,2017-10-25,20:45,Juventus,1.3,4–1,1.1,SPAL,38539.0,Allianz Stadium,Fabrizio Pasqua
1789,Wed,2017-10-25,20:45,Cagliari,1.8,2–1,1.5,Benevento,13630.0,Stadio Sant'Elia,Massimiliano Irrati
1790,Wed,2017-10-25,20:45,Genoa,1.2,2–3,1.3,Napoli,23367.0,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni
1791,Wed,2017-10-25,20:45,Bologna,0.6,1–2,3.0,Lazio,20070.0,Stadio Renato Dall'Ara,Davide Massa
1792,Wed,2017-10-25,20:45,Chievo,0.9,1–4,1.8,Milan,7300.0,Stadio Marc'Antonio Bentegodi,Marco Di Bello
1794,Sat,2017-10-28,18:00,Milan,1.4,0–2,0.8,Juventus,78328.0,Stadio Giuseppe Meazza,Paolo Valeri
1795,Sat,2017-10-28,20:45,Roma,1.5,1–0,0.7,Bologna,35202.0,Stadio Olimpico,Michael Fabbri
1796,Sun,2017-10-29,12:30,Benevento,1.0,1–5,3.1,Lazio,12413.0,Stadio Ciro Vigorito,Piero Giacomelli
1797,Sun,2017-10-29,15:00,SPAL,0.4,1–0,1.2,Genoa,12100.0,Stadio Paolo Mazza,Daniele Orsato
1798,Sun,2017-10-29,15:00,Napoli,2.6,3–1,0.9,Sassuolo,53609.0,Stadio San Paolo,Luca Pairetto
1799,Sun,2017-10-29,15:00,Crotone,1.3,2–1,1.0,Fiorentina,8906.0,Stadio Ezio Scida,Fabio Maresca
1800,Sun,2017-10-29,15:00,Udinese,1.3,2–1,1.1,Atalanta,9038.0,Dacia Arena,Gianluca Rocchi
1801,Sun,2017-10-29,15:00,Sampdoria,1.5,4–1,1.3,Chievo,17972.0,Stadio Comunale Luigi Ferraris,Daniele Doveri
1802,Sun,2017-10-29,20:45,Torino,3.0,2–1,0.5,Cagliari,18309.0,Stadio Olimpico di Torino,Giampaolo Calvarese
1803,Mon,2017-10-30,20:45,Hellas Verona,1.1,1–2,1.3,Inter,26948.0,Stadio Marc'Antonio Bentegodi,Claudio Gavillucci
1805,Sat,2017-11-04,18:00,Bologna,1.3,2–3,1.9,Crotone,33766.0,Stadio Renato Dall'Ara,Fabrizio Pasqua
1806,Sat,2017-11-04,20:45,Genoa,0.9,0–2,2.0,Sampdoria,32288.0,Stadio Comunale Luigi Ferraris,Massimiliano Irrati
1807,Sun,2017-11-05,12:30,Inter,2.3,1–1,0.6,Torino,71581.0,Stadio Giuseppe Meazza,Daniele Orsato
1808,Sun,2017-11-05,15:00,Juventus,3.1,2–1,0.1,Benevento,39125.0,Allianz Stadium,Rosario Abisso
1809,Sun,2017-11-05,15:00,Fiorentina,1.4,2–4,1.9,Roma,25026.0,Stadio Artemio Franchi,Marco Di Bello
1810,Sun,2017-11-05,15:00,Chievo,0.3,0–0,0.8,Napoli,7300.0,Stadio Marc'Antonio Bentegodi,Davide Massa
1811,Sun,2017-11-05,15:00,Cagliari,2.6,2–1,0.9,Hellas Verona,13213.0,Stadio Sant'Elia,Marco Guida
1812,Sun,2017-11-05,18:00,Atalanta,1.0,1–1,0.9,SPAL,17042.0,Stadio Atleti Azzurri d'Italia,Daniele Chiffi
1813,Sun,2017-11-05,20:45,Sassuolo,0.2,0–2,1.3,Milan,12683.0,Stadio Città del Tricolore,Antonio Damato
1815,Sat,2017-11-18,18:00,Roma,1.8,2–1,1.4,Lazio,55775.0,Stadio Olimpico,Gianluca Rocchi
1816,Sat,2017-11-18,20:45,Napoli,1.7,2–1,0.4,Milan,36557.0,Stadio San Paolo,Daniele Doveri
1817,Sun,2017-11-19,12:30,Crotone,0.5,0–1,1.5,Genoa,9106.0,Stadio Ezio Scida,Paolo Tagliavento
1818,Sun,2017-11-19,15:00,SPAL,1.4,1–1,1.2,Fiorentina,12124.0,Stadio Paolo Mazza,Giampaolo Calvarese
1819,Sun,2017-11-19,15:00,Udinese,1.2,0–1,0.9,Cagliari,3830.0,Dacia Arena,Gianluca Manganiello
1820,Sun,2017-11-19,15:00,Torino,2.9,1–1,0.9,Chievo,15523.0,Stadio Olimpico di Torino,Luca Banti
1821,Sun,2017-11-19,15:00,Sampdoria,1.5,3–2,3.5,Juventus,28786.0,Stadio Comunale Luigi Ferraris,Marco Guida
1822,Sun,2017-11-19,15:00,Benevento,1.0,1–2,2.6,Sassuolo,10312.0,Stadio Ciro Vigorito,Paolo Mazzoleni
1823,Sun,2017-11-19,20:45,Inter,1.3,2–0,0.4,Atalanta,52177.0,Stadio Giuseppe Meazza,Michael Fabbri
1824,Mon,2017-11-20,20:45,Hellas Verona,1.8,2–3,1.1,Bologna,14938.0,Stadio Marc'Antonio Bentegodi,Maurizio Mariani
1826,Sat,2017-11-25,15:00,Bologna,1.4,3–0,1.1,Sampdoria,20192.0,Stadio Renato Dall'Ara,Fabio Maresca
1827,Sat,2017-11-25,18:00,Sassuolo,1.7,0–2,1.9,Hellas Verona,8774.0,Stadio Città del Tricolore,Paolo Valeri
1828,Sat,2017-11-25,18:00,Chievo,1.5,2–1,0.7,SPAL,10000.0,Stadio Marc'Antonio Bentegodi,Ivan Pezzuto
1829,Sat,2017-11-25,20:45,Cagliari,0.9,1–3,2.1,Inter,15974.0,Stadio Sant'Elia,Luca Pairetto
1830,Sun,2017-11-26,15:00,Milan,1.0,0–0,1.0,Torino,53923.0,Stadio Giuseppe Meazza,Massimiliano Irrati
1831,Sun,2017-11-26,15:00,Udinese,0.4,0–1,1.4,Napoli,19743.0,Dacia Arena,Marco Di Bello
1832,Sun,2017-11-26,15:00,Genoa,1.2,1–1,2.4,Roma,20949.0,Stadio Comunale Luigi Ferraris,Piero Giacomelli
1833,Sun,2017-11-26,18:00,Lazio,1.1,1–1,1.6,Fiorentina,25000.0,Stadio Olimpico,Davide Massa
1834,Sun,2017-11-26,20:45,Juventus,2.5,3–0,0.1,Crotone,35585.0,Allianz Stadium,Claudio Gavillucci
1835,Mon,2017-11-27,20:45,Atalanta,1.0,1–0,0.7,Benevento,16687.0,Stadio Atleti Azzurri d'Italia,Fabrizio Pasqua
