,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
214,Regular Season,Sun,2022-01-09,20:45,Lyon,1.0,1–1,1.2,Paris S-G,4977.0,Groupama Stadium,François Letexier
216,Regular Season,Fri,2022-01-14,21:00,Nice,1.9,2–1,0.6,Nantes,5000.0,Stade de Nice,Ruddy Buquet
217,Regular Season,Sat,2022-01-15,17:00,Saint-Étienne,1.1,1–2,1.0,Lens,5000.0,Stade Geoffroy-Guichard,François Letexier
218,Regular Season,Sat,2022-01-15,21:00,Paris S-G,2.4,2–0,0.9,Brest,4925.0,Parc des Princes,Mikael Lesage
219,Regular Season,Sun,2022-01-16,13:00,Rennes,3.3,6–0,0.4,Bordeaux,4951.0,Roazhon Park,Bastien Dechepy
220,Regular Season,Sun,2022-01-16,15:00,Reims,0.5,0–1,1.1,Metz,3923.0,Stade Auguste-Delaune II,Jérémie Pignard
221,Regular Season,Sun,2022-01-16,15:00,Monaco,3.4,4–0,0.4,Clermont Foot,2633.0,Stade Louis II.,Jeremy Stinat
222,Regular Season,Sun,2022-01-16,15:00,Strasbourg,1.9,3–1,1.0,Montpellier,5217.0,Stade de la Meinau,Pierre Gaillouste
223,Regular Season,Sun,2022-01-16,15:00,Lorient,0.6,0–0,0.7,Angers,4387.0,Stade Yves Allainmat - Le Moustoir,Johan Hamel
224,Regular Season,Sun,2022-01-16,17:05,Troyes,0.5,0–1,2.8,Lyon,4224.0,Stade de l'Aube,Jérôme Brisard
225,Regular Season,Sun,2022-01-16,20:45,Marseille,1.6,1–1,0.7,Lille,5034.0,Orange Vélodrome,Amaury Delerue
227,Regular Season,Wed,2022-01-19,19:00,Clermont Foot,0.5,0–2,1.5,Strasbourg,4219.0,Stade Gabriel Montpied,Bastien Dechepy
229,Regular Season,Wed,2022-01-19,19:00,Montpellier,0.6,0–1,0.7,Troyes,4943.0,Stade de la Mosson,Jeremy Stinat
230,Regular Season,Wed,2022-01-19,19:00,Lille,1.8,3–1,1.3,Lorient,4834.0,Stade Pierre-Mauroy,Florent Batta
232,Regular Season,Fri,2022-01-21,21:00,Lyon,2.1,1–0,0.1,Saint-Étienne,5000.0,Groupama Stadium,Antony Gautier
233,Regular Season,Sat,2022-01-22,17:00,Brest,1.2,2–0,1.6,Lille,4358.0,Stade Francis-Le Blé,Jérôme Brisard
234,Regular Season,Sat,2022-01-22,21:00,Lens,0.8,0–2,1.4,Marseille,5000.0,Stade Bollaert-Delelis,Stéphanie Frappart
235,Regular Season,Sun,2022-01-23,13:00,Metz,0.3,0–2,2.2,Nice,5000.0,Stade Saint-Symphorien,Amaury Delerue
236,Regular Season,Sun,2022-01-23,15:00,Angers,2.1,2–1,1.6,Troyes,5000.0,Stade Raymond Kopa,Romain Lissorgue
237,Regular Season,Sun,2022-01-23,15:00,Clermont Foot,1.1,2–1,1.5,Rennes,4535.0,Stade Gabriel Montpied,Thomas Léonard
238,Regular Season,Sun,2022-01-23,15:00,Bordeaux,2.0,4–3,2.5,Strasbourg,3308.0,Stade Matmut-Atlantique,Mikael Lesage
239,Regular Season,Sun,2022-01-23,15:00,Nantes,1.1,4–2,2.0,Lorient,4275.0,Stade de la Beaujoire - Louis Fonteneau,Pierre Gaillouste
240,Regular Season,Sun,2022-01-23,17:05,Montpellier,2.0,3–2,1.3,Monaco,5000.0,Stade de la Mosson,Jérémie Pignard
241,Regular Season,Sun,2022-01-23,20:45,Paris S-G,2.7,4–0,0.5,Reims,5000.0,Parc des Princes,Eric Wattellier
243,Regular Season,Wed,2022-01-26,19:00,Angers,0.4,0–1,0.4,Saint-Étienne,,Stade Raymond Kopa,Clément Turpin
245,Regular Season,Tue,2022-02-01,21:00,Lyon,1.5,2–1,0.5,Marseille,,Groupama Stadium,Benoît Bastien
247,Regular Season,Fri,2022-02-04,21:00,Marseille,2.5,5–2,0.5,Angers,60000.0,Orange Vélodrome,Jeremy Stinat
248,Regular Season,Sat,2022-02-05,17:00,Saint-Étienne,2.3,3–1,0.5,Montpellier,20000.0,Stade Geoffroy-Guichard,Thomas Léonard
249,Regular Season,Sat,2022-02-05,21:00,Monaco,2.1,2–0,1.3,Lyon,6550.0,Stade Louis II.,Ruddy Buquet
250,Regular Season,Sun,2022-02-06,13:00,Lorient,1.8,2–0,0.4,Lens,10687.0,Stade Yves Allainmat - Le Moustoir,Romain Lissorgue
251,Regular Season,Sun,2022-02-06,15:00,Reims,1.8,5–0,0.1,Bordeaux,8858.0,Stade Auguste-Delaune II,Antony Gautier
252,Regular Season,Sun,2022-02-06,15:00,Nice,0.7,0–1,1.7,Clermont Foot,18022.0,Stade de Nice,Jérôme Brisard
253,Regular Season,Sun,2022-02-06,15:00,Troyes,0.5,0–0,0.4,Metz,7227.0,Stade de l'Aube,Pierre Gaillouste
254,Regular Season,Sun,2022-02-06,15:00,Strasbourg,1.8,1–0,0.4,Nantes,22240.0,Stade de la Meinau,Amaury Delerue
255,Regular Season,Sun,2022-02-06,17:00,Rennes,2.7,2–0,0.3,Brest,25409.0,Roazhon Park,Johan Hamel
256,Regular Season,Sun,2022-02-06,20:45,Lille,1.0,1–5,2.9,Paris S-G,48437.0,Stade Pierre-Mauroy,François Letexier
258,Regular Season,Fri,2022-02-11,21:00,Paris S-G,1.0,1–0,0.7,Rennes,47000.0,Parc des Princes,Benoît Bastien
259,Regular Season,Sat,2022-02-12,17:00,Montpellier,1.1,0–1,1.4,Lille,11784.0,Stade de la Mosson,Stéphanie Frappart
260,Regular Season,Sat,2022-02-12,21:00,Lyon,2.7,2–0,0.1,Nice,41974.0,Groupama Stadium,Benoît Millot
261,Regular Season,Sun,2022-02-13,13:00,Monaco,0.9,0–0,0.1,Lorient,3963.0,Stade Louis II.,Bastien Dechepy
262,Regular Season,Sun,2022-02-13,15:00,Clermont Foot,0.7,1–2,0.7,Saint-Étienne,12131.0,Stade Gabriel Montpied,Ruddy Buquet
263,Regular Season,Sun,2022-02-13,15:00,Angers,0.5,0–1,0.3,Strasbourg,6521.0,Stade Raymond Kopa,Pierre Gaillouste
264,Regular Season,Sun,2022-02-13,15:00,Nantes,0.6,1–0,0.5,Reims,14304.0,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel
265,Regular Season,Sun,2022-02-13,15:00,Brest,2.7,5–1,0.3,Troyes,10600.0,Stade Francis-Le Blé,Florent Batta
266,Regular Season,Sun,2022-02-13,17:05,Lens,2.0,3–2,1.0,Bordeaux,32662.0,Stade Bollaert-Delelis,François Letexier
267,Regular Season,Sun,2022-02-13,20:45,Metz,1.0,1–2,1.4,Marseille,25482.0,Stade Saint-Symphorien,Eric Wattellier
269,Regular Season,Fri,2022-02-18,21:00,Lille,1.2,0–0,0.4,Metz,30384.0,Stade Pierre-Mauroy,Bastien Dechepy
270,Regular Season,Sat,2022-02-19,17:00,Lens,0.8,1–1,1.1,Lyon,36624.0,Stade Bollaert-Delelis,Jérôme Brisard
271,Regular Season,Sat,2022-02-19,21:00,Nantes,2.2,3–1,3.9,Paris S-G,35500.0,Stade de la Beaujoire - Louis Fonteneau,Mikael Lesage
272,Regular Season,Sun,2022-02-20,13:00,Nice,1.1,1–0,0.9,Angers,18257.0,Stade de Nice,Romain Lissorgue
273,Regular Season,Sun,2022-02-20,15:00,Lorient,1.1,0–1,0.3,Montpellier,10135.0,Stade Yves Allainmat - Le Moustoir,Jeremy Stinat
274,Regular Season,Sun,2022-02-20,15:00,Reims,0.6,1–1,2.1,Brest,9307.0,Stade Auguste-Delaune II,Hakim Ben El Hadj Salem
275,Regular Season,Sun,2022-02-20,15:00,Saint-Étienne,1.4,2–2,1.3,Strasbourg,24897.0,Stade Geoffroy-Guichard,Antony Gautier
276,Regular Season,Sun,2022-02-20,15:00,Rennes,2.6,4–1,0.4,Troyes,22967.0,Roazhon Park,Clément Turpin
277,Regular Season,Sun,2022-02-20,17:05,Bordeaux,0.9,1–1,0.9,Monaco,29557.0,Stade Matmut-Atlantique,Jérémie Pignard
278,Regular Season,Sun,2022-02-20,20:45,Marseille,1.4,0–2,0.8,Clermont Foot,53840.0,Orange Vélodrome,Willy Delajod
280,Regular Season,Fri,2022-02-25,21:00,Montpellier,1.1,2–4,1.6,Rennes,10000.0,Stade de la Mosson,Amaury Delerue
281,Regular Season,Sat,2022-02-26,17:00,Strasbourg,1.0,0–0,0.1,Nice,25150.0,Stade de la Meinau,Stéphanie Frappart
282,Regular Season,Sat,2022-02-26,21:00,Paris S-G,2.3,3–1,0.9,Saint-Étienne,45000.0,Parc des Princes,Pierre Gaillouste
283,Regular Season,Sun,2022-02-27,13:00,Monaco,1.6,1–2,1.6,Reims,3982.0,Stade Louis II.,Benoît Millot
284,Regular Season,Sun,2022-02-27,15:00,Brest,0.3,0–1,1.9,Lorient,14050.0,Stade Francis-Le Blé,Benoît Bastien
285,Regular Season,Sun,2022-02-27,15:00,Metz,0.4,0–0,0.5,Nantes,15851.0,Stade Saint-Symphorien,Florent Batta
286,Regular Season,Sun,2022-02-27,15:00,Clermont Foot,0.7,1–1,0.7,Bordeaux,12032.0,Stade Gabriel Montpied,Eric Wattellier
287,Regular Season,Sun,2022-02-27,15:00,Angers,0.6,1–2,0.6,Lens,9499.0,Stade Raymond Kopa,Thomas Léonard
288,Regular Season,Sun,2022-02-27,17:05,Troyes,1.4,1–1,1.1,Marseille,16871.0,Stade de l'Aube,François Letexier
289,Regular Season,Sun,2022-02-27,20:45,Lyon,1.7,0–1,0.7,Lille,42647.0,Groupama Stadium,Clément Turpin
291,Regular Season,Fri,2022-03-04,21:00,Lorient,1.1,1–4,2.3,Lyon,13497.0,Stade Yves Allainmat - Le Moustoir,Romain Lissorgue
292,Regular Season,Sat,2022-03-05,17:00,Lens,1.9,0–1,0.5,Brest,36305.0,Stade Bollaert-Delelis,Johan Hamel
293,Regular Season,Sat,2022-03-05,21:00,Nice,0.7,1–0,0.7,Paris S-G,31949.0,Stade de Nice,Willy Delajod
294,Regular Season,Sun,2022-03-06,13:00,Saint-Étienne,1.5,1–0,0.6,Metz,35706.0,Stade Geoffroy-Guichard,Jeremy Stinat
295,Regular Season,Sun,2022-03-06,15:00,Reims,0.6,1–1,0.8,Strasbourg,10405.0,Stade Auguste-Delaune II,Jérémie Pignard
296,Regular Season,Sun,2022-03-06,15:00,Bordeaux,0.8,0–2,2.4,Troyes,20287.0,Stade Matmut-Atlantique,Ruddy Buquet
297,Regular Season,Sun,2022-03-06,15:00,Nantes,1.3,2–0,0.3,Montpellier,21589.0,Stade de la Beaujoire - Louis Fonteneau,Hakim Ben El Hadj Salem
298,Regular Season,Sun,2022-03-06,15:00,Rennes,1.7,2–0,0.3,Angers,27693.0,Roazhon Park,Benoît Millot
299,Regular Season,Sun,2022-03-06,17:05,Lille,2.2,4–0,0.8,Clermont Foot,33515.0,Stade Pierre-Mauroy,Thomas Léonard
300,Regular Season,Sun,2022-03-06,20:45,Marseille,0.7,0–1,0.8,Monaco,56510.0,Orange Vélodrome,Antony Gautier
302,Regular Season,Fri,2022-03-11,21:00,Lille,0.8,0–0,0.6,Saint-Étienne,40146.0,Stade Pierre-Mauroy,Florent Batta
303,Regular Season,Sat,2022-03-12,17:00,Montpellier,3.1,0–0,0.7,Nice,11658.0,Stade de la Mosson,Clément Turpin
304,Regular Season,Sat,2022-03-12,21:00,Troyes,1.3,1–0,0.3,Nantes,7400.0,Stade de l'Aube,Stéphanie Frappart
305,Regular Season,Sun,2022-03-13,13:00,Paris S-G,1.7,3–0,0.7,Bordeaux,44000.0,Parc des Princes,François Letexier
306,Regular Season,Sun,2022-03-13,15:00,Clermont Foot,0.8,0–2,1.4,Lorient,11359.0,Stade Gabriel Montpied,Bastien Dechepy
307,Regular Season,Sun,2022-03-13,15:00,Strasbourg,0.7,1–0,0.5,Monaco,25231.0,Stade de la Meinau,Eric Wattellier
308,Regular Season,Sun,2022-03-13,15:00,Metz,0.5,0–0,0.5,Lens,15687.0,Stade Saint-Symphorien,Amaury Delerue
309,Regular Season,Sun,2022-03-13,15:00,Angers,2.2,0–1,1.4,Reims,5960.0,Stade Raymond Kopa,Mikael Lesage
310,Regular Season,Sun,2022-03-13,17:05,Lyon,1.3,2–4,1.1,Rennes,46597.0,Groupama Stadium,Antony Gautier
311,Regular Season,Sun,2022-03-13,20:45,Brest,0.6,1–4,2.2,Marseille,14611.0,Stade Francis-Le Blé,Ruddy Buquet
313,Regular Season,Fri,2022-03-18,21:00,Saint-Étienne,1.2,1–1,1.0,Troyes,32193.0,Stade Geoffroy-Guichard,Romain Lissorgue
314,Regular Season,Sat,2022-03-19,17:00,Lens,1.3,3–1,1.3,Clermont Foot,36182.0,Stade Bollaert-Delelis,Jeremy Stinat
315,Regular Season,Sat,2022-03-19,21:00,Nantes,0.8,0–1,1.2,Lille,25977.0,Stade de la Beaujoire - Louis Fonteneau,Pierre Gaillouste
316,Regular Season,Sun,2022-03-20,13:00,Monaco,1.9,3–0,1.3,Paris S-G,16642.0,Stade Louis II.,Benoît Bastien
317,Regular Season,Sun,2022-03-20,15:00,Lorient,0.4,0–0,1.2,Strasbourg,9806.0,Stade Yves Allainmat - Le Moustoir,Benoît Millot
318,Regular Season,Sun,2022-03-20,15:00,Bordeaux,3.3,0–2,0.7,Montpellier,15000.0,Stade Matmut-Atlantique,Thomas Léonard
319,Regular Season,Sun,2022-03-20,15:00,Angers,1.6,1–0,0.8,Brest,7734.0,Stade Raymond Kopa,Jérémie Pignard
320,Regular Season,Sun,2022-03-20,15:00,Rennes,3.3,6–1,0.9,Metz,27966.0,Roazhon Park,Willy Delajod
321,Regular Season,Sun,2022-03-20,17:05,Reims,0.4,0–0,1.9,Lyon,14091.0,Stade Auguste-Delaune II,Johan Hamel
322,Regular Season,Sun,2022-03-20,20:45,Marseille,1.3,2–1,1.3,Nice,64722.0,Orange Vélodrome,Jérôme Brisard
324,Regular Season,Sat,2022-04-02,17:00,Nice,0.5,1–1,1.0,Rennes,24086.0,Stade de Nice,Benoît Bastien
325,Regular Season,Sat,2022-04-02,19:00,Lille,3.0,0–0,0.0,Bordeaux,36351.0,Stade Pierre-Mauroy,Bastien Dechepy
326,Regular Season,Sun,2022-04-03,13:00,Strasbourg,2.5,1–0,0.9,Lens,26005.0,Stade de la Meinau,François Letexier
327,Regular Season,Sun,2022-04-03,15:00,Metz,0.9,1–2,1.8,Monaco,19812.0,Stade Saint-Symphorien,Jérôme Brisard
328,Regular Season,Sun,2022-04-03,15:00,Montpellier,1.8,1–2,0.7,Brest,10929.0,Stade de la Mosson,Florent Batta
329,Regular Season,Sun,2022-04-03,15:00,Saint-Étienne,0.3,2–4,3.7,Marseille,41278.0,Stade Geoffroy-Guichard,Clément Turpin
330,Regular Season,Sun,2022-04-03,15:00,Troyes,1.3,1–0,0.8,Reims,9482.0,Stade de l'Aube,Ruddy Buquet
331,Regular Season,Sun,2022-04-03,15:00,Clermont Foot,0.9,2–3,1.8,Nantes,11785.0,Stade Gabriel Montpied,Mikael Lesage
332,Regular Season,Sun,2022-04-03,17:05,Lyon,1.6,3–2,1.7,Angers,34376.0,Groupama Stadium,Eric Wattellier
333,Regular Season,Sun,2022-04-03,20:45,Paris S-G,1.7,5–1,1.0,Lorient,40000.0,Parc des Princes,Hakim Ben El Hadj Salem
335,Regular Season,Fri,2022-04-08,21:00,Lorient,3.6,6–2,1.2,Saint-Étienne,15407.0,Stade Yves Allainmat - Le Moustoir,Ruddy Buquet
336,Regular Season,Sat,2022-04-09,17:00,Reims,2.4,2–3,1.5,Rennes,10243.0,Stade Auguste-Delaune II,Romain Lissorgue
337,Regular Season,Sat,2022-04-09,21:00,Clermont Foot,1.2,1–6,3.4,Paris S-G,12264.0,Stade Gabriel Montpied,Eric Wattellier
338,Regular Season,Sun,2022-04-10,13:00,Bordeaux,1.7,3–1,0.6,Metz,21652.0,Stade Matmut-Atlantique,Jérémie Pignard
339,Regular Season,Sun,2022-04-10,15:00,Angers,0.7,1–1,0.9,Lille,9286.0,Stade Raymond Kopa,Thomas Léonard
340,Regular Season,Sun,2022-04-10,15:00,Brest,1.4,1–1,0.7,Nantes,13145.0,Stade Francis-Le Blé,Johan Hamel
341,Regular Season,Sun,2022-04-10,15:00,Monaco,0.6,2–1,1.0,Troyes,4786.0,Stade Louis II.,Mikael Lesage
342,Regular Season,Sun,2022-04-10,17:05,Lens,1.0,3–0,2.0,Nice,36668.0,Stade Bollaert-Delelis,Willy Delajod
343,Regular Season,Sun,2022-04-10,19:00,Strasbourg,1.3,1–1,1.4,Lyon,26073.0,Stade de la Meinau,Clément Turpin
344,Regular Season,Sun,2022-04-10,21:00,Marseille,2.8,2–0,0.9,Montpellier,51131.0,Orange Vélodrome,Jeremy Stinat
346,Regular Season,Fri,2022-04-15,21:00,Rennes,1.9,2–3,2.9,Monaco,28336.0,Roazhon Park,Stéphanie Frappart
347,Regular Season,Sat,2022-04-16,17:00,Saint-Étienne,0.9,2–1,1.1,Brest,27227.0,Stade Geoffroy-Guichard,Eric Wattellier
348,Regular Season,Sat,2022-04-16,21:00,Lille,0.8,1–2,0.9,Lens,48169.0,Stade Pierre-Mauroy,Jérôme Brisard
349,Regular Season,Sun,2022-04-17,13:00,Nice,2.0,2–1,0.2,Lorient,17212.0,Stade de Nice,Amaury Delerue
350,Regular Season,Sun,2022-04-17,15:00,Nantes,2.9,1–1,1.1,Angers,25102.0,Stade de la Beaujoire - Louis Fonteneau,Bastien Dechepy
351,Regular Season,Sun,2022-04-17,15:00,Metz,0.2,1–1,2.7,Clermont Foot,14335.0,Stade Saint-Symphorien,Pierre Gaillouste
352,Regular Season,Sun,2022-04-17,15:00,Troyes,1.5,1–1,1.8,Strasbourg,10000.0,Stade de l'Aube,Benoît Millot
353,Regular Season,Sun,2022-04-17,15:00,Montpellier,1.2,0–0,1.6,Reims,10170.0,Stade de la Mosson,Antony Gautier
354,Regular Season,Sun,2022-04-17,17:05,Lyon,2.0,6–1,1.8,Bordeaux,38713.0,Groupama Stadium,Florent Batta
355,Regular Season,Sun,2022-04-17,20:45,Paris S-G,1.3,2–1,0.8,Marseille,46000.0,Parc des Princes,François Letexier
357,Regular Season,Wed,2022-04-20,19:00,Lorient,1.7,1–0,1.5,Metz,13544.0,Stade Yves Allainmat - Le Moustoir,Mikael Lesage
358,Regular Season,Wed,2022-04-20,19:00,Bordeaux,1.0,2–2,0.9,Saint-Étienne,38515.0,Stade Matmut-Atlantique,Benoît Bastien
359,Regular Season,Wed,2022-04-20,19:00,Troyes,1.6,0–1,0.4,Clermont Foot,7800.0,Stade de l'Aube,Jérémie Pignard
360,Regular Season,Wed,2022-04-20,19:00,Reims,0.9,2–1,1.1,Lille,10910.0,Stade Auguste-Delaune II,Hakim Ben El Hadj Salem
361,Regular Season,Wed,2022-04-20,19:00,Monaco,2.0,1–0,0.8,Nice,10247.0,Stade Louis II.,Benoît Millot
362,Regular Season,Wed,2022-04-20,21:00,Angers,0.8,0–3,1.5,Paris S-G,13000.0,Stade Raymond Kopa,Johan Hamel
363,Regular Season,Wed,2022-04-20,21:00,Lens,0.9,2–0,0.3,Montpellier,36250.0,Stade Bollaert-Delelis,Romain Lissorgue
364,Regular Season,Wed,2022-04-20,21:00,Brest,1.2,2–1,2.7,Lyon,14028.0,Stade Francis-Le Blé,Jeremy Stinat
365,Regular Season,Wed,2022-04-20,21:00,Marseille,3.2,3–2,0.5,Nantes,55890.0,Orange Vélodrome,Ruddy Buquet
366,Regular Season,Wed,2022-04-20,21:00,Strasbourg,2.6,2–1,0.9,Rennes,25148.0,Stade de la Meinau,Willy Delajod
368,Regular Season,Sat,2022-04-23,17:00,Lyon,3.8,5–2,2.1,Montpellier,46608.0,Groupama Stadium,François Letexier
369,Regular Season,Sat,2022-04-23,19:00,Saint-Étienne,1.1,1–4,2.9,Monaco,30018.0,Stade Geoffroy-Guichard,Bastien Dechepy
370,Regular Season,Sat,2022-04-23,21:00,Paris S-G,2.1,1–1,0.8,Lens,47000.0,Parc des Princes,Amaury Delerue
371,Regular Season,Sun,2022-04-24,13:00,Rennes,1.6,5–0,0.6,Lorient,28324.0,Roazhon Park,Benoît Millot
372,Regular Season,Sun,2022-04-24,15:00,Clermont Foot,1.9,2–2,1.6,Angers,11531.0,Stade Gabriel Montpied,Stéphanie Frappart
373,Regular Season,Sun,2022-04-24,15:00,Nice,2.0,1–0,0.4,Troyes,17065.0,Stade de Nice,Hakim Ben El Hadj Salem
374,Regular Season,Sun,2022-04-24,15:00,Nantes,2.3,5–3,2.6,Bordeaux,30000.0,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin
375,Regular Season,Sun,2022-04-24,15:00,Metz,0.4,0–1,2.0,Brest,19874.0,Stade Saint-Symphorien,Florent Batta
376,Regular Season,Sun,2022-04-24,17:05,Lille,0.7,1–0,0.9,Strasbourg,30211.0,Stade Pierre-Mauroy,Jérémie Pignard
377,Regular Season,Sun,2022-04-24,20:45,Reims,0.6,0–1,0.7,Marseille,20835.0,Stade Auguste-Delaune II,Jérôme Brisard
379,Regular Season,Fri,2022-04-29,21:00,Strasbourg,1.8,3–3,1.8,Paris S-G,26052.0,Stade de la Meinau,Ruddy Buquet
380,Regular Season,Sat,2022-04-30,17:00,Lens,2.3,2–2,1.5,Nantes,36727.0,Stade Bollaert-Delelis,Thomas Léonard
381,Regular Season,Sat,2022-04-30,21:00,Rennes,1.6,2–0,0.4,Saint-Étienne,27390.0,Roazhon Park,Jeremy Stinat
382,Regular Season,Sun,2022-05-01,13:00,Troyes,2.9,3–0,0.6,Lille,10497.0,Stade de l'Aube,Willy Delajod
383,Regular Season,Sun,2022-05-01,15:00,Lorient,2.0,1–2,1.9,Reims,12216.0,Stade Yves Allainmat - Le Moustoir,Pierre Gaillouste
384,Regular Season,Sun,2022-05-01,15:00,Montpellier,2.0,2–2,1.2,Metz,10446.0,Stade de la Mosson,Clément Turpin
385,Regular Season,Sun,2022-05-01,15:00,Monaco,2.1,2–0,0.6,Angers,4616.0,Stade Louis II.,Hakim Ben El Hadj Salem
386,Regular Season,Sun,2022-05-01,15:00,Brest,1.3,2–0,1.3,Clermont Foot,10592.0,Stade Francis-Le Blé,Romain Lissorgue
387,Regular Season,Sun,2022-05-01,17:05,Bordeaux,0.2,0–1,2.7,Nice,23552.0,Stade Matmut-Atlantique,Johan Hamel
388,Regular Season,Sun,2022-05-01,20:45,Marseille,1.5,0–3,2.2,Lyon,68784.0,Orange Vélodrome,Antony Gautier
390,Regular Season,Fri,2022-05-06,21:00,Lille,1.1,1–2,0.4,Monaco,39088.0,Stade Pierre-Mauroy,François Letexier
391,Regular Season,Sat,2022-05-07,17:00,Brest,0.5,0–1,2.4,Strasbourg,12093.0,Stade Francis-Le Blé,Mikael Lesage
392,Regular Season,Sun,2022-05-08,13:00,Metz,2.1,3–2,2.1,Lyon,20405.0,Stade Saint-Symphorien,Eric Wattellier
393,Regular Season,Sun,2022-05-08,15:00,Reims,0.5,1–2,1.9,Lens,16962.0,Stade Auguste-Delaune II,Vitor Ferreira Fernandes
394,Regular Season,Sun,2022-05-08,15:00,Angers,2.8,4–1,0.9,Bordeaux,10852.0,Stade Raymond Kopa,Benoît Millot
395,Regular Season,Sun,2022-05-08,15:00,Clermont Foot,2.2,2–1,1.2,Montpellier,11587.0,Stade Gabriel Montpied,Benoît Bastien
396,Regular Season,Sun,2022-05-08,17:05,Lorient,0.3,0–3,1.8,Marseille,16210.0,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy
397,Regular Season,Sun,2022-05-08,20:45,Paris S-G,2.2,2–2,1.4,Troyes,45000.0,Parc des Princes,Jérôme Brisard
398,Regular Season,Wed,2022-05-11,19:00,Nice,1.4,4–2,1.9,Saint-Étienne,17704.0,Stade de Nice,Ruddy Buquet
399,Regular Season,Wed,2022-05-11,21:00,Nantes,1.1,2–1,2.3,Rennes,26359.0,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier
401,Regular Season,Sat,2022-05-14,21:00,Strasbourg,1.0,1–0,0.9,Clermont Foot,25231.0,Stade de la Meinau,Benoît Millot
402,Regular Season,Sat,2022-05-14,21:00,Monaco,3.3,4–2,1.6,Brest,6000.0,Stade Louis II.,Jérôme Brisard
403,Regular Season,Sat,2022-05-14,21:00,Metz,0.5,1–0,0.6,Angers,17213.0,Stade Saint-Symphorien,Jérémie Pignard
404,Regular Season,Sat,2022-05-14,21:00,Montpellier,0.7,0–4,2.6,Paris S-G,19586.0,Stade de la Mosson,Jeremy Stinat
405,Regular Season,Sat,2022-05-14,21:00,Bordeaux,0.9,0–0,0.6,Lorient,23191.0,Stade Matmut-Atlantique,Ruddy Buquet
406,Regular Season,Sat,2022-05-14,21:00,Troyes,0.3,1–3,0.8,Lens,19000.0,Stade de l'Aube,François Letexier
407,Regular Season,Sat,2022-05-14,21:00,Rennes,1.5,2–0,0.5,Marseille,28811.0,Roazhon Park,Benoît Bastien
408,Regular Season,Sat,2022-05-14,21:00,Lyon,2.4,3–2,1.8,Nantes,54404.0,Groupama Stadium,Florent Batta
409,Regular Season,Sat,2022-05-14,21:00,Saint-Étienne,1.5,1–2,1.9,Reims,,Stade Geoffroy-Guichard,Clément Turpin
410,Regular Season,Sat,2022-05-14,21:00,Nice,1.2,1–3,2.1,Lille,24232.0,Stade de Nice,Thomas Léonard
412,Regular Season,Sat,2022-05-21,21:00,Lille,1.5,2–2,1.0,Rennes,40116.0,Stade Pierre-Mauroy,Amaury Delerue
413,Regular Season,Sat,2022-05-21,21:00,Reims,0.7,2–3,1.9,Nice,12589.0,Stade Auguste-Delaune II,Eric Wattellier
414,Regular Season,Sat,2022-05-21,21:00,Clermont Foot,2.1,1–2,2.1,Lyon,12000.0,Stade Gabriel Montpied,Mikael Lesage
415,Regular Season,Sat,2022-05-21,21:00,Marseille,2.6,4–0,0.9,Strasbourg,63873.0,Orange Vélodrome,Stéphanie Frappart
416,Regular Season,Sat,2022-05-21,21:00,Paris S-G,4.9,5–0,0.4,Metz,45000.0,Parc des Princes,Antony Gautier
417,Regular Season,Sat,2022-05-21,21:00,Lorient,1.3,1–1,0.5,Troyes,15131.0,Stade Yves Allainmat - Le Moustoir,Johan Hamel
418,Regular Season,Sat,2022-05-21,21:00,Angers,2.2,2–0,1.3,Montpellier,11249.0,Stade Raymond Kopa,Romain Lissorgue
419,Regular Season,Sat,2022-05-21,21:00,Lens,2.3,2–2,1.2,Monaco,37764.0,Stade Bollaert-Delelis,Benoît Bastien
420,Regular Season,Sat,2022-05-21,21:00,Nantes,2.2,1–1,1.6,Saint-Étienne,28636.0,Stade de la Beaujoire - Louis Fonteneau,François Letexier
421,Regular Season,Sat,2022-05-21,21:00,Brest,1.1,2–4,3.4,Bordeaux,14484.0,Stade Francis-Le Blé,Hakim Ben El Hadj Salem
423,French 1/2 Relegation/Promotion Playoff,Thu,2022-05-26,19:00,Auxerre,0.7,1–1,0.6,Saint-Étienne,17479.0,Stade de l'Abbé Deschamps,
424,French 1/2 Relegation/Promotion Playoff,Sun,2022-05-29,19:00,Saint-Étienne,2.4,(4) 1–1 (5),0.7,Auxerre,24489.0,Stade Geoffroy-Guichard,
425,Regular Season,Fri,2020-08-21,19:00,Bordeaux,0.4,0–0,0.3,Nantes,,Stade Matmut-Atlantique,Benoît Bastien
426,Regular Season,Sat,2020-08-22,17:00,Dijon,0.5,0–1,2.1,Angers,,Stade Gaston Gérard,Eric Wattellier
427,Regular Season,Sat,2020-08-22,21:00,Lille,0.5,1–1,1.4,Rennes,3975.0,Stade Pierre-Mauroy,Clément Turpin
428,Regular Season,Sun,2020-08-23,13:00,Monaco,2.0,2–2,1.3,Reims,,Stade Louis II.,François Letexier
429,Regular Season,Sun,2020-08-23,15:00,Lorient,2.8,3–1,0.5,Strasbourg,,Stade Yves Allainmat - Le Moustoir,Johan Hamel
